x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, -0.009837362, 0.0846287, 0.01998953, 0.10359726, 0.09072953, 0.02, 3.4391274e-08, -0.7977072844087509, 0.03664425788312331, -0.87634026627107, -1, 0
0.019248294, 0.024523148, 0.1663467, -0.009837483, 0.08462914, 0.019989435, 0.10359726, 0.09072953, 0.02, 3.5378704e-08, -0.4598063289031705, 0.008879571165359423, -1, -0.4396538592796631, 0
-0.006300029, 0.05556941, 0.1132286, -0.009837528, 0.08462958, 0.019989418, 0.10359726, 0.09072953, 0.02, 6.065866e-09, -0.5200741114695384, 0.3643656506471193, -0.5813431053391463, -0.7405634829418914, 0
-0.024254808, 0.06963149, 0.061519396, -0.009837048, 0.08462984, 0.01998976, 0.10359726, 0.09072953, 0.02, 2.890523e-07, 1, 0.5516447058653461, -0.7042495569363234, -1, 0
0.012844009, 0.08591073, 0.04257265, 0.031058026, 0.098285675, 0.019118933, 0.10359726, 0.09072953, 0.02, 2.8913362e-05, 0.5625000063505599, 0.13165511174911815, -0.3124604943144146, -1, 0
0.06936286, 0.083865866, 0.044507682, 0.08643867, 0.09617906, 0.019805418, 0.10359726, 0.09072953, 0.02, -2.2098891e-05, 0.42757249700463446, -1, -0.8779167403113742, -1, 0
0.085569784, 0.06674773, 0.04497507, 0.10098891, 0.078959346, 0.01989164, 0.10359726, 0.09072953, 0.02, -1.9450415e-05, -0.2835923960123096, 0.00890852991741068, -0.1416771610417401, -0.5727329142938976, 0
0.08079668, 0.0656456, 0.04664472, 0.097653575, 0.07723062, 0.022062354, 0.10359726, 0.09072953, 0.02, -7.150015e-05, -0.6135606166151146, 0.16125370755187152, -0.270882571361026, -0.9211300417976381, 0
0.08006894, 0.06575411, 0.047332373, 0.097236276, 0.077328734, 0.022483012, 0.10359726, 0.09072953, 0.02, -5.4618195e-05, -0.12995629555330637, 0.6082340589028341, -0.189313330515369, -1, 0
0.07988902, 0.06581389, 0.047594488, 0.09711235, 0.07735777, 0.022552758, 0.10359726, 0.09072953, 0.02, -6.2888226e-05, 0.8293605674147186, 0.8454497196464593, 0.19145830699580133, -1, 0
0.07971565, 0.065822594, 0.04768267, 0.09698747, 0.077353135, 0.022609424, 0.10359726, 0.09072953, 0.02, -6.800467e-05, 0.03949418478536919, -0.03548996506271194, -0.53558082887619, -1, 0
0.07959284, 0.06581074, 0.04770655, 0.09689297, 0.07733495, 0.022640133, 0.10359726, 0.09072953, 0.02, -7.039386e-05, -0.24052141041034517, -0.25605537243220133, -0.25417208112329925, -0.7522624148650994, 0
0.079581626, 0.06580191, 0.04766588, 0.09687797, 0.07731062, 0.022633422, 0.10359726, 0.09072953, 0.02, -7.055915e-05, -0.17043520693122066, -0.22245165961921526, 0.05678913873557154, -1, 0
0.07959936, 0.06579674, 0.04765046, 0.09688045, 0.07729489, 0.022620665, 0.10359726, 0.09072953, 0.02, -7.146174e-05, -0.8333687126991215, 0.34342272746262253, -0.10105240992359941, -0.8959834400420882, 0
0.079627104, 0.065793626, 0.047644727, 0.09689053, 0.07728165, 0.022605563, 0.10359726, 0.09072953, 0.02, -7.251704e-05, 0.08243690186489093, 0.2786636867380733, 0.335076197601602, -0.606721571073028, 0
0.07965847, 0.065791495, 0.047642417, 0.09690468, 0.077269614, 0.022590473, 0.10359726, 0.09072953, 0.02, -7.359301e-05, 0.3344720929427841, -0.34974679540210185, -0.15764644895321053, -0.3680756783058985, 0
0.07969133, 0.0657907, 0.047641438, 0.096921295, 0.07725866, 0.022575881, 0.10359726, 0.09072953, 0.02, -7.483228e-05, -0.34932303322422414, -0.3063767788561004, -0.3777965385111708, -0.819469205137846, 0
0.07972471, 0.065789595, 0.047640797, 0.096939795, 0.07724906, 0.022562489, 0.10359726, 0.09072953, 0.02, -7.5569566e-05, 0.01449395402766834, -1, 0.8564812323789326, 0.17884133975906447, 0
0.079758294, 0.065789014, 0.04764027, 0.096959256, 0.077240765, 0.022549702, 0.10359726, 0.09072953, 0.02, -7.621382e-05, -0.6315587985633621, -0.18075683615217938, 0.09967364841949874, -1, 0
0.079793125, 0.06579457, 0.04764119, 0.09698336, 0.0772255, 0.022532469, 0.10359726, 0.09072953, 0.02, -3.922749e-05, -0.24381930469824187, -0.17463013970677801, -0.8963650609008795, -1, 0
0.07982767, 0.06579875, 0.04764171, 0.0970085, 0.077210754, 0.022517635, 0.10359726, 0.09072953, 0.02, -1.2535877e-05, 0.08929331505471853, -0.006486511099984914, 0.028242117630002395, -0.8170036730533059, 0
0.07986235, 0.06580037, 0.047642082, 0.09703624, 0.077196084, 0.022504708, 0.10359726, 0.09072953, 0.02, 4.3903347e-07, -0.5444539713828667, 0.31921250468271234, -0.8448958326258881, -0.7550182402274663, 0
0.07989709, 0.06580114, 0.047642395, 0.09706653, 0.07718132, 0.0224927, 0.10359726, 0.09072953, 0.02, 7.5451885e-06, -0.046677396081628665, 0.575248481801637, -0.02391568072590556, -1, 0
0.079931684, 0.0658022, 0.047642596, 0.09709618, 0.0771682, 0.022480614, 0.10359726, 0.09072953, 0.02, 1.116603e-05, 0.12071015248267233, -0.3974384170032036, -0.026999482456444023, -1, 0
0.07996647, 0.065803245, 0.047642935, 0.09712458, 0.07715591, 0.022467965, 0.10359726, 0.09072953, 0.02, 1.4545211e-05, 0.2260844173748225, 0.9019767872947866, 0.07732678806335459, -0.5824120305098155, 0
0.080001466, 0.06580367, 0.047643375, 0.097151935, 0.07714436, 0.022455014, 0.10359726, 0.09072953, 0.02, 1.7221622e-05, -0.6942218949577602, 0.5234055528627592, -0.1764828039704588, -0.23798564161059532, 0
0.08003664, 0.06580353, 0.047643863, 0.09717829, 0.07713355, 0.022441793, 0.10359726, 0.09072953, 0.02, 1.9350371e-05, -0.31403817166216913, 0.03164349533320715, 0.21025224552554922, -1, 0
0.080071695, 0.06580249, 0.04764421, 0.09720372, 0.07712456, 0.022427266, 0.10359726, 0.09072953, 0.02, 1.904128e-05, 0.36824348986253, -0.6659964457054945, 0.16667988431179362, -1, 0
0.08010674, 0.06580155, 0.04764457, 0.097228326, 0.07711619, 0.022412306, 0.10359726, 0.09072953, 0.02, 1.8069615e-05, -0.25392919410209275, -0.27542960018819473, -0.5130574526795139, -0.8964188318667098, 0
0.08014189, 0.065801255, 0.04764505, 0.09725217, 0.07710783, 0.022397297, 0.10359726, 0.09072953, 0.02, 1.8609784e-05, -0.5539583573313983, -0.44338982469824334, -1, -1, 0
