x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, -0.06130729, -0.071967125, -0.1774101, -0.06960947, 0.079865254, -0.17739964, 3.4391274e-08, -0.3065364435315132, -0.3598356246948242, -0.8870504796504974, 1, 0
0.032739036, -0.013213292, 0.16873316, -0.055607826, -0.058011748, -0.14874373, -0.06390989, 0.09382019, -0.14873317, 0.070273355, -0.2780391275882721, -0.2900587394833565, -0.7437186688184738, 1, 0
0.0186976, -0.025429763, 0.12328128, -0.041566435, -0.045794837, -0.10329186, -0.049868453, 0.10603666, -0.103281274, 0.078817084, -0.20783217623829842, -0.22897418588399887, -0.5164593085646629, 1, 0
0.009444573, -0.03499935, 0.092293486, -0.032313436, -0.036224812, -0.07230407, -0.040615425, 0.11560625, -0.07229349, 0.079855934, -0.16156718134880066, -0.18112406134605408, -0.36152034997940063, 1, 0
0.0030042408, -0.04265137, 0.072961725, -0.025872495, -0.0285727, -0.052971847, -0.034175094, 0.12325827, -0.052961726, 0.07998232, -0.12936247512698174, -0.14286350458860397, -0.26485923677682877, 1, 0
-0.0016307454, -0.048743904, 0.06088212, -0.021237409, -0.022480167, -0.040892147, -0.029540107, 0.12935081, -0.04088212, 0.07999773, -0.10618704371154308, -0.1124008372426033, -0.2044607326388359, 1, 0
-0.0054380647, -0.05355969, 0.052225612, -0.01743007, -0.01766438, -0.032235615, -0.025732787, 0.1341666, -0.032225613, 0.07999963, -0.08715035393834114, -0.08832190185785294, -0.1611780747771263, 1, 0
-0.008686566, -0.05734951, 0.04540313, -0.014181566, -0.013874561, -0.025413131, -0.022484288, 0.13795641, -0.02540313, 0.079999894, -0.07090783212333918, -0.06937280297279358, -0.1270656567066908, 1, 0
-0.011373844, -0.060334437, 0.03999645, -0.011494288, -0.0108896345, -0.02000645, -0.019797008, 0.14094134, -0.01999645, 0.07999994, -0.057471441105008125, -0.05444817245006561, -0.10003224946558475, 1, 0
-0.01356752, -0.06268229, 0.03572472, -0.009300612, -0.008541778, -0.015734721, -0.017603332, 0.1432892, -0.015724722, 0.07999996, -0.046503059566020966, -0.04270888864994049, -0.078673604875803, 1, 0
-0.015353452, -0.06452697, 0.03234945, -0.00751468, -0.0066971034, -0.012359448, -0.0158174, 0.14513387, -0.012349449, 0.07999997, -0.037573399022221565, -0.03348551690578461, -0.061797238886356354, 1, 0
-0.01680025, -0.06597745, 0.029691739, -0.0060678814, -0.0052466244, -0.009701738, -0.014370602, 0.14658435, -0.009691739, 0.07999997, 0, 0, 0, -1, 1
-0.016829867, -0.066097155, 0.029661607, -0.0069699753, 0.013710186, -0.009668859, -0.014340986, 0.14670405, -0.009661607, 0.03700276, -0.0717049278318882, 0.7335202395915985, -0.04830803722143173, -1, 2
-0.0192486, -0.043082174, 0.027515626, -0.0067453533, -0.0059580915, -0.0075299703, -0.011922253, 0.12368907, -0.007515626, 0.03543917, -0.05961126647889614, 0.6184453517198563, -0.03757813014090061, -1, 2
-0.021103447, -0.017400479, 0.025794964, -0.00662411, -0.016587706, -0.0058090575, -0.010067405, 0.09800738, -0.0057949647, 0.03613381, -0.05033702589571476, 0.49003690481185913, -0.028974823653697968, -1, 2
-0.02282797, 0.001184386, 0.024484918, -0.006517606, -0.017898168, -0.004672261, -0.008342883, 0.07942251, -0.004484918, 0.03632626, -0.04171441309154034, 0.39711255580186844, -0.022424589842557907, -1, 2
-0.024318878, 0.017190764, 0.023491478, -0.006452875, -0.019253178, -0.0035727061, -0.006851975, 0.06341614, -0.003491478, 0.03739801, -0.03425987437367439, 0.31708069145679474, -0.017457390204072, -1, 2
-0.025573168, 0.029870288, 0.022739045, -0.0064010434, -0.019486524, -0.0027844273, -0.0055976845, 0.050736614, -0.0027390458, 0.03736354, -0.02798842266201973, 0.25368306785821915, -0.013695228844881058, -1, 2
-0.026659394, 0.04021218, 0.022143314, -0.006348392, -0.01955531, -0.0021965262, -0.004511459, 0.04039472, -0.002143314, 0.03773729, -0.022557293996214867, 0.2019735984504223, -0.010716570541262627, -1, 2
-0.027523648, 0.04849542, 0.021702133, -0.006303273, -0.017912494, -0.0017737895, -0.0036472045, 0.03211148, -0.0017021336, 0.034801204, -0.01823602244257927, 0.16055740416049957, -0.008510667830705643, -1, 2
-0.028220398, 0.055136938, 0.021368952, -0.006273886, -0.018449996, -0.0014231745, -0.0029504541, 0.025469963, -0.0013689529, 0.036312457, -0.01475227065384388, 0.12734981253743172, -0.0068447645753622055, -1, 2
-0.028803831, 0.060425103, 0.02109864, -0.0062746573, -0.018750291, -0.0011371486, -0.0023670215, 0.020181797, -0.0010986403, 0.036915496, -0.011835107579827309, 0.10090898722410202, -0.005493201315402985, -1, 2
-0.029261576, 0.06466391, 0.020895712, -0.006270984, -0.017933402, -0.00094450265, -0.0019092765, 0.01594299, -0.0008957125, 0.036186185, -0.00954638235270977, 0.07971495389938354, -0.004478562623262405, -1, 2
-0.029604878, 0.0680449, 0.020755589, -0.0062331446, -0.016887806, -0.00084467605, -0.0015659742, 0.012561999, -0.00075558946, 0.033224873, -0.007829871028661728, 0.06280999630689621, -0.0037779472768306732, -1, 2
-0.029835373, 0.070689514, 0.020667378, -0.0062205307, -0.01804591, -0.000769509, -0.0013354793, 0.009917386, -0.0006673783, 0.035530314, -0.006677396595478058, 0.04958692938089371, -0.003336891531944275, -1, 2
-0.030068347, 0.07274344, 0.020571489, -0.0062165875, -0.018671181, -0.0006404426, -0.0011025053, 0.007863462, -0.00057148933, 0.03667325, -0.005512526258826256, 0.039317309856414795, -0.0028574466705322266, -1, 2
-0.03026066, 0.0743657, 0.020485787, -0.006226551, -0.01886708, -0.00053565763, -0.0009101927, 0.0062412024, -0.00048578717, 0.03703963, -0.004550963640213013, 0.03120601177215576, -0.0024289358407258987, -1, 2
-0.030391859, 0.07564486, 0.020430308, -0.0062215384, -0.01893865, -0.0005016271, -0.0007789936, 0.004962042, -0.00043030828, 0.03713076, -0.003894967958331108, 0.02481020987033844, -0.0021515414118766785, -1, 2
-0.030509638, 0.07664783, 0.02037742, -0.006218152, -0.018928465, -0.00043278933, -0.0006612148, 0.003959067, -0.00037742034, 0.0371502, -0.0033060740679502487, 0.019795335829257965, -0.0018871016800403595, -1, 2
-0.030577745, 0.0774235, 0.020349192, -0.0062178634, -0.018982228, -0.00042978674, -0.0005931072, 0.0031834021, -0.00034919195, 0.037173606, -0.002965535968542099, 0.015917010605335236, -0.0017459597438573837, -1, 2
