x, y, z, end_width, bx1, by1, bz1, bx2, by2, bz2, tx1, ty1, tz1, tx2, ty2, tz2, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, 3.4391274e-08, -0.01965998, 0.10198181, -0.17740981, -0.16535465, 0.13110092, -0.14563504, -0.024343865, 0.094195776, 0.02, -0.06278248, 0.09345413, -0.13739963, -0.10005510080702802, 0.4022392306145386, -0.7872684838437168, 0.6419876734148755, 0
0.03820959, 0.016185159, 0.17291987, 0.07027446, -0.019431114, 0.086538516, -0.1529301, -0.16512562, 0.11565741, -0.14505014, -0.024343865, 0.094195776, 0.02, -0.06255346, 0.07801062, -0.11291987, 0.4137314105484214, 0.36821535235348596, -0.6513204447854659, 0.8483883927445819, 0
0.0322124, 0.030625165, 0.1361349, 0.07881801, -0.013434084, 0.07209877, -0.11614513, -0.15912953, 0.101217076, -0.11629792, -0.024343865, 0.094195776, 0.02, -0.056556262, 0.06357061, -0.07613489, -0.12406184580928567, 0.42926604048524497, -0.6791543413418911, 0.9986247794747459, 0
0.02874088, 0.042472173, 0.108931504, 0.0798566, -0.009962726, 0.060252022, -0.08894174, -0.15565842, 0.089370236, -0.08897028, -0.024343865, 0.094195776, 0.02, -0.053084746, 0.051723603, -0.048931506, 0.08028668696759717, 0.46893279542726074, -0.48637072956365396, 0.6527313846221847, 0
0.026220363, 0.052460708, 0.08922297, 0.07998278, -0.007442441, 0.050263867, -0.06923318, -0.15313803, 0.07938207, -0.0692383, -0.024343865, 0.094195776, 0.02, -0.05056423, 0.041735068, -0.029222969, -0.33632288231117147, 0.14699050562517332, -0.22498192740002693, 1, 0
0.02477711, 0.060858067, 0.07591905, 0.07999806, -0.005999189, 0.04186668, -0.055929087, -0.1516944, 0.07098584, -0.055930253, -0.024343865, 0.094195776, 0.02, -0.049120978, 0.03333771, -0.015919048, 0.3125838659007066, -0.09567770634564254, -0.09386595712340454, 1, 0
0.023602042, 0.06787646, 0.06595778, 0.07999988, -0.0048241206, 0.034848318, -0.045967788, -0.15051903, 0.06396809, -0.04596846, -0.024343865, 0.094195776, 0.02, -0.04794591, 0.026319318, -0.0059577785, 0.6557441852924818, -0.027262424765423926, -0.021059164775530492, 1, 0
0.02270122, 0.073744774, 0.058279622, 0.08, -0.0039233007, 0.02898001, -0.03828962, -0.14961815, 0.05810021, -0.038290225, -0.024343865, 0.094195776, 0.02, -0.047045086, 0.020451002, 0.0017203763, 0.5802129697118255, -0.1294133000302952, -0.33443616554432165, 1, 0
0.021867694, 0.078630075, 0.051885713, 0.08, -0.0030897744, 0.024094708, -0.031895712, -0.14878464, 0.05321534, -0.031896304, -0.024343865, 0.094195776, 0.02, -0.04621156, 0.015565701, 0.008114286, 0.12589256087601194, -0.5040201430786219, 0.15340809812450057, 1, 0
0.021200215, 0.082682066, 0.046574514, 0.08000188, -0.002602091, 0.020659342, -0.026106149, -0.14811718, 0.049163796, -0.026585102, -0.024343865, 0.094195776, 0.02, -0.04554408, 0.01151371, 0.013425484, -0.25709431523500764, -0.003127131350644047, -0.41928737731933996, 1, 0
0.02134535, 0.08633845, 0.043841194, 0.08003636, -0.002660228, 0.018580265, -0.022046257, -0.14826234, 0.04550784, -0.023851782, -0.024343865, 0.094195776, 0.02, -0.045689218, 0.007857323, 0.016158804, -0.23676448205218037, 0.21421202188468588, 0.06530475503414893, 0.4714083384460026, 0
