time, LA.acc, pos, decMax, accMax, vMax, vel, target, HA
0.000000, 2.609496, 0.000000, -21.000000, 10.000000, 28.000000, 0.000000, 100.000000, 0
1.000000, 4.369469, 0.013047, -21.000000, 10.000000, 28.000000, 0.260950, 100.000000, 0
2.000000, 7.090149, 0.060990, -21.000000, 10.000000, 28.000000, 0.697896, 100.000000, 0
3.000000, 8.214082, 0.166230, -21.000000, 10.000000, 28.000000, 1.406911, 100.000000, 0
4.000000, 9.807352, 0.347992, -21.000000, 10.000000, 28.000000, 2.228319, 100.000000, 0
5.000000, 9.980095, 0.619860, -21.000000, 10.000000, 28.000000, 3.209055, 100.000000, 0
6.000000, 10.619844, 0.990666, -21.000000, 10.000000, 28.000000, 4.207064, 100.000000, 0
7.000000, 9.579884, 1.464472, -21.000000, 10.000000, 28.000000, 5.269049, 100.000000, 0
8.000000, 10.247883, 2.039276, -21.000000, 10.000000, 28.000000, 6.227037, 100.000000, 0
9.000000, 9.077838, 2.713219, -21.000000, 10.000000, 28.000000, 7.251825, 100.000000, 0
10.000000, 10.105559, 3.483791, -21.000000, 10.000000, 28.000000, 8.159609, 100.000000, 0
11.000000, 9.536218, 4.350280, -21.000000, 10.000000, 28.000000, 9.170165, 100.000000, 0
12.000000, 9.444259, 5.314977, -21.000000, 10.000000, 28.000000, 10.123787, 100.000000, 0
13.000000, 11.935265, 6.374577, -21.000000, 10.000000, 28.000000, 11.068213, 100.000000, 0
14.000000, 9.739080, 7.541075, -21.000000, 10.000000, 28.000000, 12.261739, 100.000000, 0
15.000000, 10.996373, 8.815944, -21.000000, 10.000000, 28.000000, 13.235647, 100.000000, 0
16.000000, 10.972786, 10.194491, -21.000000, 10.000000, 28.000000, 14.335285, 100.000000, 0
17.000000, 10.009713, 11.682883, -21.000000, 10.000000, 28.000000, 15.432563, 100.000000, 0
18.000000, 10.506174, 13.276188, -21.000000, 10.000000, 28.000000, 16.433534, 100.000000, 0
19.000000, 9.387610, 14.972072, -21.000000, 10.000000, 28.000000, 17.484152, 100.000000, 0
20.000000, 10.776106, 16.767426, -21.000000, 10.000000, 28.000000, 18.422913, 100.000000, 0
21.000000, 10.552868, 18.663598, -21.000000, 10.000000, 28.000000, 19.500523, 100.000000, 0
22.000000, 7.956002, 20.666414, -21.000000, 10.000000, 28.000000, 20.555810, 100.000000, 0
23.000000, 8.767547, 22.761775, -21.000000, 10.000000, 28.000000, 21.351410, 100.000000, 0
24.000000, 8.839771, 24.940754, -21.000000, 10.000000, 28.000000, 22.228165, 100.000000, 0
25.000000, 9.830817, 27.207769, -21.000000, 10.000000, 28.000000, 23.112142, 100.000000, 0
26.000000, 11.332871, 29.568138, -21.000000, 10.000000, 28.000000, 24.095224, 100.000000, 0
27.000000, 10.473256, 32.034324, -21.000000, 10.000000, 28.000000, 25.228511, 100.000000, 0
28.000000, 9.703180, 34.609542, -21.000000, 10.000000, 28.000000, 26.275837, 100.000000, 0
29.000000, 9.442278, 37.285641, -21.000000, 10.000000, 28.000000, 27.246155, 100.000000, 0
30.000000, 9.252958, 40.057468, -21.000000, 10.000000, 28.000000, 28.190383, 100.000000, 0
31.000000, 9.566830, 42.922771, -21.000000, 10.000000, 28.000000, 29.115678, 100.000000, 0
32.000000, 8.976838, 45.882173, -21.000000, 10.000000, 28.000000, 30.072361, 100.000000, 1
33.000000, 5.182343, 48.934294, -21.000000, 10.000000, 28.000000, 30.970045, 100.000000, 1
34.000000, 4.435430, 52.057210, -21.000000, 10.000000, 28.000000, 31.488280, 100.000000, 1
35.000000, 2.337780, 55.228215, -21.000000, 10.000000, 28.000000, 31.931823, 100.000000, 1
36.000000, 1.382057, 58.433086, -21.000000, 10.000000, 28.000000, 32.165601, 100.000000, 1
37.000000, 0.719289, 61.656557, -21.000000, 10.000000, 28.000000, 32.303806, 100.000000, 1
38.000000, -1.496097, 64.890534, -21.000000, 10.000000, 28.000000, 32.375735, 100.000000, 1
39.000000, -2.773923, 68.120627, -21.000000, 10.000000, 28.000000, 32.226125, 100.000000, 2
40.000000, -5.072986, 71.329370, -21.000000, 10.000000, 28.000000, 31.948733, 100.000000, 2
41.000000, -5.812419, 74.498878, -21.000000, 10.000000, 28.000000, 31.441435, 100.000000, 2
42.000000, -5.716107, 77.613959, -21.000000, 10.000000, 28.000000, 30.860193, 100.000000, 2
43.000000, -6.988884, 80.671398, -21.000000, 10.000000, 28.000000, 30.288582, 100.000000, 2
44.000000, -9.827895, 83.665312, -21.000000, 10.000000, 28.000000, 29.589694, 100.000000, 2
45.000000, -10.427723, 86.575142, -21.000000, 10.000000, 28.000000, 28.606904, 100.000000, 2
46.000000, -10.585648, 89.383693, -21.000000, 10.000000, 28.000000, 27.564132, 100.000000, 2
47.000000, -11.580572, 92.087178, -21.000000, 10.000000, 28.000000, 26.505567, 100.000000, 2
48.000000, -12.923343, 94.679832, -21.000000, 10.000000, 28.000000, 25.347510, 100.000000, 2
49.000000, -14.944267, 97.149966, -21.000000, 10.000000, 28.000000, 24.055175, 100.000000, 2
50.000000, -15.557093, 99.480763, -21.000000, 10.000000, 28.000000, 22.560749, 100.000000, 2
