x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, -0.087104954, -0.104512714, 0.01998953, 0.084575035, -0.11178021, 0.02, 3.4391274e-08, -0.7632624871036872, -0.9434634471501206, -1, -1, 0
0.018810628, -0.0240924, 0.16623652, -0.08710508, -0.104512274, 0.019989435, 0.084575035, -0.11178021, 0.02, 2.8512798e-07, -1, -0.6207959261531467, 0.8514528660891211, -0.3674750011807316, 0
-0.048674386, -0.07144174, 0.12498409, -0.087105125, -0.104511835, 0.019989418, 0.084575035, -0.11178021, 0.02, 2.3468544e-08, -1, -0.8673393292668284, -1, -0.39652028932068195, 0
-0.06820662, -0.10069272, 0.087998025, -0.08710497, -0.10451135, 0.019989448, 0.084575035, -0.11178021, 0.02, 1.3549074e-08, -0.27361777573883694, -0.04985021111455212, -1, -0.3852371120464468, 0
-0.09504081, -0.113703094, 0.046648163, -0.08834415, -0.10581225, 0.01999057, 0.084575035, -0.11178021, 0.02, -1.7422439e-05, 0.8367317105140809, 0.6219686464146037, -0.8713447613137356, -1, 0
-0.049480382, -0.1090682, 0.044651996, -0.050785474, -0.1034602, 0.018981917, 0.084575035, -0.11178021, 0.02, 0.00017989834, 0.183711459428066, -0.5808743472780036, -0.5311733714358197, -0.41616221354772454, 0
0.0135415895, -0.12465145, 0.04480503, 0.007008079, -0.117276095, 0.019184383, 0.084575035, -0.11178021, 0.02, 8.081398e-05, 0.3073124057331664, 0.7858486785877818, -0.6792415025984434, -1, 0
0.061978966, -0.13295075, 0.04457196, 0.054240324, -0.12327352, 0.019093618, 0.084575035, -0.11178021, 0.02, 1.3440869e-05, 1, 0.4327990586582139, -0.5404197664975705, -0.771928030914398, 0
0.09142181, -0.13553385, 0.044289656, 0.081244655, -0.12670064, 0.019118253, 0.084575035, -0.11178021, 0.02, 1.173965e-05, 0.3620317430200652, -0.5502494247873115, -0.2809382691222958, -1, 0
0.08546018, -0.13439904, 0.045349758, 0.075977385, -0.12586504, 0.019827116, 0.084575035, -0.11178021, 0.02, -4.676569e-05, -0.04063310385914303, -0.3050674330124821, -0.6811567620489449, -0.9470336842815271, 0
0.084795356, -0.13424955, 0.046357404, 0.0752346, -0.12582454, 0.019927895, 0.084575035, -0.11178021, 0.02, -2.9331055e-05, 0.7387984793297343, 0.1772133742141957, 0.35138924976355024, -0.9972523465252607, 0
0.08460228, -0.1342497, 0.046708286, 0.07504163, -0.12582673, 0.019993884, 0.084575035, -0.11178021, 0.02, -3.802319e-05, -0.14501449459257432, -1, 0.8698148493821574, -0.7322435144893904, 0
0.08438952, -0.13424006, 0.046790376, 0.0748245, -0.12581325, 0.019994212, 0.084575035, -0.11178021, 0.02, -3.8541395e-05, 0.34847655785661646, 0.07316001284034852, 0.01801276557881713, -1, 0
0.08426033, -0.13421689, 0.046818964, 0.07471455, -0.12579456, 0.019994253, 0.084575035, -0.11178021, 0.02, -3.4348508e-05, 1, 0.07516438170059458, 0.2288052903704045, -1, 0
