x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.038027213351875165, 0.0014170753966595215, 0.19450936365872873, 0.0015424077965639476, -0.0042737440988052725, 0.007858378976838132, -0.07201226659075687, -0.15202969630428753, 0.11781079600802537, 0.01230684122804094, -0.7323250169864453, -0.2357433403798681, -0.9911100441235764, 0.8190126874643573, 0
0.025727473170097583, 0.009876688326787217, 0.15351607383655588, -0.01700464024287999, -0.02778941290773214, 0.006652853855924387, -0.06843445522578712, -0.13053739701040828, 0.11617920042219543, 0.06298100922176372, 0.32416209778416644, -1, -1, 1, 0
0.00874468680793794, -0.00112545893369154, 0.101809471019577, -0.009817862524244117, -0.031699111825987177, 0.008059860592940147, -0.06609064676833575, -0.14867452601949085, 0.12343815872619139, 0.08355622564980233, 0.14478813041099825, -0.9847468313685674, -0.8746543510930995, 0.7130413386232015, 0
-0.002719168291916222, -0.022184859043822374, 0.06099935953498402, -0.010864041778602758, -0.04062989329418601, 0.021345548659485656, -0.06269644399106401, -0.12461509476891329, 0.1007673858786492, 0.08645164875228008, -0.009861286267632219, -0.9566682201221901, -1, 0.9270679737976408, 0
-0.02283793074869457, -0.02454905800807583, 0.009368493966227631, 0.0006231255575250769, -0.021265006742470928, 0.01756739367979474, -0.0717672047693121, -0.1399087902090668, 0.12408007581617471, 0.09430130602082473, -0.6759990831831084, -1, 0.9169813097255597, -0.9183236552809951, 0
-0.04660757167382893, -0.060060669378761374, 0.033711337130124384, -0.06006514206675189, -0.07621111567092903, 0.03619600565871007, -0.0806599226089443, -0.1481944135913669, 0.12603295047739901, 0.03525327270428704, 0.22026340855649643, -0.3821569385966387, 1, -1, 0
-0.07001553347431456, -0.0995806433989895, 0.0387493370825059, -0.04989615071083911, -0.10413641995306486, 0.052234124940790244, -0.1062414598292471, -0.14216231068049706, 0.11837887758855296, 0.04256707289394243, -0.1124424596329256, -0.3879846279708892, 1, -0.4882243584032907, 0
-0.07016076971431151, -0.11812426020249331, 0.0689243132427006, -0.06194607566827651, -0.12518784218801637, 0.09690132348427759, -0.07603597308340945, -0.14493899256256138, 0.10472256510923861, 0.025973504820509738, 0.42988280632490194, -0.05425641490061721, -0.6336924773647115, -1, 0
-0.07838402907138035, -0.11721635713525871, 0.10290392292473803, -0.05943622379198376, -0.13141235813489258, 0.1251072004695078, -0.09841272893796424, -0.13398484940055916, 0.10938469930535795, 0.03417124993013372, -0.7530940397195689, 0.1478375270204492, 0.14224273825651318, -1, 0
-0.058980109549567596, -0.11251027199472304, 0.10639901219431228, -0.07871856173615681, -0.12785097293194758, 0.09375851546510891, -0.07596695340866572, -0.14230533453244154, 0.12102148510314252, 0.029481688262516376, -0.5709896915459912, -0.6352132845284565, 0.3025815691397464, -1, 0
-0.08376393411710296, -0.12470010962516997, 0.09238671697670359, -0.07614585503994444, -0.15410945771181914, 0.10511095938369679, -0.07901328657844664, -0.13560705273092702, 0.12096769402910085, 0.0315241526379375, -0.28095323681014023, 1, 0.06966638178123868, -0.6319301608641262, 0
-0.06186824890328233, -0.11087520671160644, 0.09416473550004947, -0.07968241084134614, -0.13719065939430836, 0.11999405452559388, -0.07384873583515322, -0.1342695909969723, 0.1158274934266933, 0.029750415635156256, 0.21182537659333658, -0.192394970750626, -0.5149888529195327, -1, 0
-0.06677369965981929, -0.12589360918589396, 0.10177268935207746, -0.0801943239172586, -0.14578097101296023, 0.10546306819983514, -0.07369398520884549, -0.13457852607207899, 0.1208915839842864, 0.03201605960227706, 0.02428994100649865, -0.1261559931340313, 0.44948426345062403, -0.04380862598068114, 0
-0.042571135485415426, -0.10296017659873552, 0.09941682648477923, -0.07139944635743149, -0.12947332585609328, 0.10385656115271162, -0.06138563132762975, -0.1507918148273899, 0.11257759777945311, 0.04067447751292054, -0.49068884398816076, -0.17548980874597087, 0.9393106722180848, -1, 0
-0.07134037149121775, -0.09458424073219839, 0.07723789420699151, -0.05589939701445977, -0.11358901361626686, 0.10066993772023619, -0.0670558775453629, -0.15702107993464726, 0.11989752478814164, 0.03160041011554384, 0.41235214092784034, 0.4994813871283154, -0.6826003691219324, -1, 0
-0.07679168270940076, -0.10669836517953832, 0.08884410296111148, -0.06983351871484547, -0.14048121013062712, 0.0962979154208206, -0.07201646210325473, -0.145381570379572, 0.11694154848311117, 0.03076758439602268, -0.23575411230617477, 0.4508861590784341, 0.29499515512209357, -0.6191007698078289, 0
