time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.011611, 0.000000, -20.000000, 13.000000, 40.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.454276, 0.005058, -20.000000, 13.000000, 40.000000, 0.101161, 100.000000, 99.994942, 0
2.000000, 1.579697, 0.027446, -20.000000, 13.000000, 40.000000, 0.346589, 100.000000, 99.972554, 0
3.000000, 3.191966, 0.070003, -20.000000, 13.000000, 40.000000, 0.504558, 100.000000, 99.929997, 0
4.000000, 4.438585, 0.136419, -20.000000, 13.000000, 40.000000, 0.823755, 100.000000, 99.863581, 0
5.000000, 5.301543, 0.240987, -20.000000, 13.000000, 40.000000, 1.267614, 100.000000, 99.759013, 0
6.000000, 5.351805, 0.394256, -20.000000, 13.000000, 40.000000, 1.797768, 100.000000, 99.605744, 0
7.000000, 6.523330, 0.600792, -20.000000, 13.000000, 40.000000, 2.332948, 100.000000, 99.399208, 0
8.000000, 7.720255, 0.866703, -20.000000, 13.000000, 40.000000, 2.985281, 100.000000, 99.133297, 0
9.000000, 8.663169, 1.203833, -20.000000, 13.000000, 40.000000, 3.757307, 100.000000, 98.796167, 0
10.000000, 10.132566, 1.622879, -20.000000, 13.000000, 40.000000, 4.623624, 100.000000, 98.377121, 0
11.000000, 12.027322, 2.135904, -20.000000, 13.000000, 40.000000, 5.636880, 100.000000, 97.864096, 0
12.000000, 11.846797, 2.759729, -20.000000, 13.000000, 40.000000, 6.839612, 100.000000, 97.240271, 0
13.000000, 12.999466, 3.502924, -20.000000, 13.000000, 40.000000, 8.024292, 100.000000, 96.497076, 0
14.000000, 12.702094, 4.370351, -20.000000, 13.000000, 40.000000, 9.324239, 100.000000, 95.629649, 0
15.000000, 13.025167, 5.366285, -20.000000, 13.000000, 40.000000, 10.594448, 100.000000, 94.633715, 0
16.000000, 13.089059, 6.490856, -20.000000, 13.000000, 40.000000, 11.896965, 100.000000, 93.509144, 0
17.000000, 12.556708, 7.745998, -20.000000, 13.000000, 40.000000, 13.205871, 100.000000, 92.254002, 0
18.000000, 13.552604, 9.129368, -20.000000, 13.000000, 40.000000, 14.461542, 100.000000, 90.870632, 0
19.000000, 13.247638, 10.643285, -20.000000, 13.000000, 40.000000, 15.816802, 100.000000, 89.356715, 0
20.000000, 12.464524, 12.291204, -20.000000, 13.000000, 40.000000, 17.141566, 100.000000, 87.708796, 0
