time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.113410, 0.000000, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.472457, 0.005567, -5.000000, 10.000000, 20.000000, 0.111341, 100.000000, 99.994433, 0
2.000000, 3.453109, 0.029063, -5.000000, 10.000000, 20.000000, 0.358587, 100.000000, 99.970937, 0
3.000000, 4.515928, 0.082188, -5.000000, 10.000000, 20.000000, 0.703898, 100.000000, 99.917812, 0
4.000000, 6.201835, 0.175157, -5.000000, 10.000000, 20.000000, 1.155490, 100.000000, 99.824843, 0
5.000000, 7.558346, 0.321715, -5.000000, 10.000000, 20.000000, 1.775674, 100.000000, 99.678285, 0
6.000000, 8.507034, 0.537074, -5.000000, 10.000000, 20.000000, 2.531508, 100.000000, 99.462926, 0
7.000000, 8.660198, 0.832760, -5.000000, 10.000000, 20.000000, 3.382212, 100.000000, 99.167240, 0
8.000000, 9.646809, 1.214283, -5.000000, 10.000000, 20.000000, 4.248232, 100.000000, 98.785717, 0
9.000000, 9.420214, 1.687340, -5.000000, 10.000000, 20.000000, 5.212913, 100.000000, 98.312660, 0
10.000000, 10.836573, 2.255732, -5.000000, 10.000000, 20.000000, 6.154934, 100.000000, 97.744268, 0
11.000000, 10.274155, 2.925408, -5.000000, 10.000000, 20.000000, 7.238591, 100.000000, 97.074592, 0
12.000000, 10.369650, 3.700638, -5.000000, 10.000000, 20.000000, 8.266007, 100.000000, 96.299362, 0
13.000000, 10.439186, 4.579087, -5.000000, 10.000000, 20.000000, 9.302972, 100.000000, 95.420913, 0
14.000000, 10.629631, 5.561580, -5.000000, 10.000000, 20.000000, 10.346890, 100.000000, 94.438420, 0
15.000000, 9.820788, 6.649418, -5.000000, 10.000000, 20.000000, 11.409853, 100.000000, 93.350582, 0
16.000000, 11.259157, 7.839507, -5.000000, 10.000000, 20.000000, 12.391932, 100.000000, 92.160493, 0
17.000000, 10.352562, 9.134996, -5.000000, 10.000000, 20.000000, 13.517848, 100.000000, 90.865004, 0
18.000000, 9.549775, 10.538543, -5.000000, 10.000000, 20.000000, 14.553104, 100.000000, 89.461457, 0
19.000000, 10.465425, 12.041603, -5.000000, 10.000000, 20.000000, 15.508082, 100.000000, 87.958397, 0
20.000000, 9.756258, 13.644738, -5.000000, 10.000000, 20.000000, 16.554624, 100.000000, 86.355262, 0
21.000000, 10.789612, 15.348982, -5.000000, 10.000000, 20.000000, 17.530250, 100.000000, 84.651018, 0
22.000000, 9.427654, 17.155955, -5.000000, 10.000000, 20.000000, 18.609211, 100.000000, 82.844045, 0
23.000000, 10.497492, 19.064014, -5.000000, 10.000000, 20.000000, 19.551977, 100.000000, 80.935986, 0
24.000000, 9.886608, 21.071699, -5.000000, 10.000000, 20.000000, 20.601726, 100.000000, 78.928301, 1
25.000000, 8.282601, 23.181305, -5.000000, 10.000000, 20.000000, 21.590387, 100.000000, 76.818695, 1
26.000000, 7.275383, 25.381757, -5.000000, 10.000000, 20.000000, 22.418647, 100.000000, 74.618243, 1
27.000000, 6.080347, 27.659998, -5.000000, 10.000000, 20.000000, 23.146185, 100.000000, 72.340002, 1
28.000000, 4.955701, 30.005018, -5.000000, 10.000000, 20.000000, 23.754220, 100.000000, 69.994982, 1
29.000000, 3.464772, 32.405219, -5.000000, 10.000000, 20.000000, 24.249790, 100.000000, 67.594781, 1
30.000000, 1.424971, 34.847522, -5.000000, 10.000000, 20.000000, 24.596267, 100.000000, 65.152478, 1
31.000000, 0.314029, 37.314273, -5.000000, 10.000000, 20.000000, 24.738764, 100.000000, 62.685727, 2
32.000000, -0.747785, 39.789720, -5.000000, 10.000000, 20.000000, 24.770167, 100.000000, 60.210280, 2
33.000000, -2.026675, 42.262998, -5.000000, 10.000000, 20.000000, 24.695389, 100.000000, 57.737002, 2
34.000000, -3.661286, 44.722403, -5.000000, 10.000000, 20.000000, 24.492721, 100.000000, 55.277597, 2
35.000000, -3.692168, 47.153369, -5.000000, 10.000000, 20.000000, 24.126592, 100.000000, 52.846631, 2
36.000000, -5.137653, 49.547567, -5.000000, 10.000000, 20.000000, 23.757376, 100.000000, 50.452433, 2
37.000000, -5.081350, 51.897617, -5.000000, 10.000000, 20.000000, 23.243610, 100.000000, 48.102383, 2
38.000000, -3.689934, 54.196571, -5.000000, 10.000000, 20.000000, 22.735475, 100.000000, 45.803429, 2
39.000000, -5.145289, 56.451669, -5.000000, 10.000000, 20.000000, 22.366482, 100.000000, 43.548331, 2
40.000000, -5.102209, 58.662591, -5.000000, 10.000000, 20.000000, 21.851953, 100.000000, 41.337409, 2
41.000000, -5.357873, 60.822275, -5.000000, 10.000000, 20.000000, 21.341732, 100.000000, 39.177725, 2
42.000000, -5.578024, 62.929659, -5.000000, 10.000000, 20.000000, 20.805945, 100.000000, 37.070341, 2
43.000000, -4.743116, 64.982363, -5.000000, 10.000000, 20.000000, 20.248142, 100.000000, 35.017637, 2
44.000000, -4.933543, 66.983462, -5.000000, 10.000000, 20.000000, 19.773831, 100.000000, 33.016538, 2
45.000000, -5.318266, 68.936177, -5.000000, 10.000000, 20.000000, 19.280476, 100.000000, 31.063823, 2
46.000000, -4.961381, 70.837633, -5.000000, 10.000000, 20.000000, 18.748650, 100.000000, 29.162367, 2
47.000000, -4.952754, 72.687691, -5.000000, 10.000000, 20.000000, 18.252512, 100.000000, 27.312309, 2
48.000000, -5.212289, 74.488179, -5.000000, 10.000000, 20.000000, 17.757236, 100.000000, 25.511821, 2
49.000000, -4.824342, 76.237841, -5.000000, 10.000000, 20.000000, 17.236007, 100.000000, 23.762159, 2
50.000000, -5.341925, 77.937320, -5.000000, 10.000000, 20.000000, 16.753573, 100.000000, 22.062680, 2
51.000000, -5.513568, 79.585968, -5.000000, 10.000000, 20.000000, 16.219381, 100.000000, 20.414032, 2
52.000000, -4.818383, 81.180338, -5.000000, 10.000000, 20.000000, 15.668024, 100.000000, 18.819662, 2
53.000000, -4.958024, 82.723048, -5.000000, 10.000000, 20.000000, 15.186186, 100.000000, 17.276952, 2
54.000000, -4.850971, 84.216877, -5.000000, 10.000000, 20.000000, 14.690383, 100.000000, 15.783123, 2
55.000000, -4.779386, 85.661660, -5.000000, 10.000000, 20.000000, 14.205286, 100.000000, 14.338340, 2
56.000000, -5.210307, 87.058292, -5.000000, 10.000000, 20.000000, 13.727347, 100.000000, 12.941708, 2
57.000000, -5.704772, 88.404975, -5.000000, 10.000000, 20.000000, 13.206317, 100.000000, 11.595025, 2
58.000000, -5.070816, 89.697083, -5.000000, 10.000000, 20.000000, 12.635840, 100.000000, 10.302917, 2
59.000000, -5.464843, 90.935313, -5.000000, 10.000000, 20.000000, 12.128758, 100.000000, 9.064687, 2
60.000000, -4.658085, 92.120864, -5.000000, 10.000000, 20.000000, 11.582274, 100.000000, 7.879136, 2
61.000000, -4.649623, 93.255801, -5.000000, 10.000000, 20.000000, 11.116465, 100.000000, 6.744199, 2
62.000000, -5.388264, 94.344200, -5.000000, 10.000000, 20.000000, 10.651503, 100.000000, 5.655800, 2
63.000000, -4.943659, 95.382409, -5.000000, 10.000000, 20.000000, 10.112676, 100.000000, 4.617591, 2
64.000000, -4.728405, 96.368958, -5.000000, 10.000000, 20.000000, 9.618310, 100.000000, 3.631042, 2
65.000000, -5.798809, 97.307147, -5.000000, 10.000000, 20.000000, 9.145470, 100.000000, 2.692853, 2
66.000000, -4.657597, 98.192700, -5.000000, 10.000000, 20.000000, 8.565589, 100.000000, 1.807300, 2
67.000000, -4.884590, 99.025971, -5.000000, 10.000000, 20.000000, 8.099829, 100.000000, 0.974029, 2
68.000000, -4.970147, 99.811531, -5.000000, 10.000000, 20.000000, 7.611370, 100.000000, 0.188469, 2
69.000000, -4.197495, 100.547817, -5.000000, 10.000000, 20.000000, 7.114355, 100.000000, -0.547817, 2
70.000000, -4.964493, 101.238265, -5.000000, 10.000000, 20.000000, 6.694606, 100.000000, -1.238265, 2
71.000000, -4.703165, 101.882903, -5.000000, 10.000000, 20.000000, 6.198157, 100.000000, -1.882903, 2
72.000000, -5.087558, 102.479203, -5.000000, 10.000000, 20.000000, 5.727840, 100.000000, -2.479203, 2
73.000000, -4.591986, 103.026549, -5.000000, 10.000000, 20.000000, 5.219084, 100.000000, -3.026549, 2
74.000000, -4.153439, 103.525498, -5.000000, 10.000000, 20.000000, 4.759886, 100.000000, -3.525498, 2
75.000000, -5.163582, 103.980719, -5.000000, 10.000000, 20.000000, 4.344542, 100.000000, -3.980719, 2
76.000000, -4.739772, 104.389356, -5.000000, 10.000000, 20.000000, 3.828184, 100.000000, -4.389356, 2
77.000000, -4.374117, 104.748475, -5.000000, 10.000000, 20.000000, 3.354207, 100.000000, -4.748475, 2
78.000000, -4.053425, 105.062025, -5.000000, 10.000000, 20.000000, 2.916795, 100.000000, -5.062025, 2
79.000000, -4.742951, 105.333438, -5.000000, 10.000000, 20.000000, 2.511452, 100.000000, -5.333438, 2
80.000000, -4.712398, 105.560868, -5.000000, 10.000000, 20.000000, 2.037157, 100.000000, -5.560868, 2
81.000000, -4.263719, 105.741022, -5.000000, 10.000000, 20.000000, 1.565917, 100.000000, -5.741022, 2
82.000000, -5.246614, 105.876295, -5.000000, 10.000000, 20.000000, 1.139546, 100.000000, -5.876295, 2
83.000000, -4.724595, 105.964016, -5.000000, 10.000000, 20.000000, 0.614884, 100.000000, -5.964016, 2
84.000000, -5.148238, 106.001882, -5.000000, 10.000000, 20.000000, 0.142425, 100.000000, -6.001882, 2
85.000000, -4.694006, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
86.000000, -5.200262, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
87.000000, -5.999894, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
88.000000, -4.869608, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
89.000000, -5.146312, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
90.000000, -4.674973, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
91.000000, -5.195235, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
92.000000, -5.333392, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
93.000000, -4.637833, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
94.000000, -4.605079, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
95.000000, -4.934970, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
96.000000, -4.455792, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
97.000000, -4.786206, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
98.000000, -4.276317, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
99.000000, -4.829974, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
100.000000, -3.869284, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
101.000000, -4.643283, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
102.000000, -5.067225, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
103.000000, -5.332946, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
104.000000, -5.588246, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
105.000000, -4.307453, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
106.000000, -3.832426, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
107.000000, -4.744712, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
108.000000, -5.046021, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
109.000000, -4.695908, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
110.000000, -4.990278, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
111.000000, -5.020565, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
112.000000, -4.834670, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
113.000000, -5.209788, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
114.000000, -5.722328, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
115.000000, -5.119711, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
116.000000, -4.308055, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
117.000000, -5.099529, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
118.000000, -5.798260, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
119.000000, -5.559414, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
120.000000, -4.711308, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
121.000000, -5.268625, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
122.000000, -5.855009, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
123.000000, -5.253815, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
124.000000, -4.892914, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
125.000000, -6.132794, 106.009003, -5.000000, 10.000000, 20.000000, 0.000000, 100.000000, -6.009003, 2
