time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.084151, 0.000000, -7.000000, 21.000000, 99.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.666806, 0.005421, -7.000000, 21.000000, 99.000000, 0.108415, 100.000000, 99.994579, 0
2.000000, 4.074657, 0.029596, -7.000000, 21.000000, 99.000000, 0.375096, 100.000000, 99.970404, 0
3.000000, 5.814380, 0.087479, -7.000000, 21.000000, 99.000000, 0.782561, 100.000000, 99.912521, 0
4.000000, 6.327482, 0.194807, -7.000000, 21.000000, 99.000000, 1.363999, 100.000000, 99.805193, 0
5.000000, 6.875549, 0.362845, -7.000000, 21.000000, 99.000000, 1.996748, 100.000000, 99.637155, 0
6.000000, 8.378423, 0.596897, -7.000000, 21.000000, 99.000000, 2.684303, 100.000000, 99.403103, 0
7.000000, 9.306724, 0.907219, -7.000000, 21.000000, 99.000000, 3.522145, 100.000000, 99.092781, 0
8.000000, 10.472767, 1.305968, -7.000000, 21.000000, 99.000000, 4.452817, 100.000000, 98.694032, 0
9.000000, 11.974203, 1.803613, -7.000000, 21.000000, 99.000000, 5.500094, 100.000000, 98.196387, 0
10.000000, 13.219945, 2.413494, -7.000000, 21.000000, 99.000000, 6.697514, 100.000000, 97.586506, 0
11.000000, 13.127365, 3.149345, -7.000000, 21.000000, 99.000000, 8.019509, 100.000000, 96.850655, 0
12.000000, 13.854867, 4.016932, -7.000000, 21.000000, 99.000000, 9.332245, 100.000000, 95.983068, 0
13.000000, 14.207875, 5.019431, -7.000000, 21.000000, 99.000000, 10.717732, 100.000000, 94.980569, 0
14.000000, 15.186408, 6.162244, -7.000000, 21.000000, 99.000000, 12.138519, 100.000000, 93.837756, 0
15.000000, 16.418253, 7.452028, -7.000000, 21.000000, 99.000000, 13.657160, 100.000000, 92.547972, 0
16.000000, 18.321251, 8.899835, -7.000000, 21.000000, 99.000000, 15.298985, 100.000000, 91.100165, 0
17.000000, 18.884805, 10.521340, -7.000000, 21.000000, 99.000000, 17.131111, 100.000000, 89.478660, 0
18.000000, 20.596996, 12.328875, -7.000000, 21.000000, 99.000000, 19.019591, 100.000000, 87.671125, 0
19.000000, 20.698290, 14.333819, -7.000000, 21.000000, 99.000000, 21.079291, 100.000000, 85.666181, 0
20.000000, 21.275167, 16.545240, -7.000000, 21.000000, 99.000000, 23.149120, 100.000000, 83.454760, 0
21.000000, 20.617153, 18.966527, -7.000000, 21.000000, 99.000000, 25.276636, 100.000000, 81.033473, 0
22.000000, 21.083365, 21.597277, -7.000000, 21.000000, 99.000000, 27.338352, 100.000000, 78.402723, 0
23.000000, 21.907035, 24.436529, -7.000000, 21.000000, 99.000000, 29.446688, 100.000000, 75.563471, 0
24.000000, 21.177556, 27.490733, -7.000000, 21.000000, 99.000000, 31.637392, 100.000000, 72.509267, 0
25.000000, 19.833836, 30.760360, -7.000000, 21.000000, 99.000000, 33.755147, 100.000000, 69.239640, 2
26.000000, 18.812480, 34.235044, -7.000000, 21.000000, 99.000000, 35.738531, 100.000000, 65.764956, 2
27.000000, 17.833097, 37.902959, -7.000000, 21.000000, 99.000000, 37.619779, 100.000000, 62.097041, 2
28.000000, 17.666420, 41.754102, -7.000000, 21.000000, 99.000000, 39.403088, 100.000000, 58.245898, 2
29.000000, 17.118673, 45.782743, -7.000000, 21.000000, 99.000000, 41.169730, 100.000000, 54.217257, 2
30.000000, 16.004268, 49.985310, -7.000000, 21.000000, 99.000000, 42.881598, 100.000000, 50.014690, 2
31.000000, 15.525892, 54.353491, -7.000000, 21.000000, 99.000000, 44.482025, 100.000000, 45.646509, 2
32.000000, 16.017362, 58.879323, -7.000000, 21.000000, 99.000000, 46.034614, 100.000000, 41.120677, 2
33.000000, 15.901544, 63.562871, -7.000000, 21.000000, 99.000000, 47.636350, 100.000000, 36.437129, 2
34.000000, 14.889783, 68.406014, -7.000000, 21.000000, 99.000000, 49.226504, 100.000000, 31.593986, 2
35.000000, 13.854550, 73.403113, -7.000000, 21.000000, 99.000000, 50.715483, 100.000000, 26.596887, 2
