x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, 0.04434659, 0.03531948, 0.01998953, -0.015053461, -0.07118818, 0.03459234, 3.4391274e-08, 0.41432792167543925, -0.13857768462273912, -1, 0.7772446487371782, 0
0.044890653, 0.007966491, 0.1725674, 0.044346467, 0.035319917, 0.019989435, -0.015053461, -0.07118818, 0.03459234, 0.070274174, 0.28546595599676106, -0.1609087415118748, -0.7410507784794806, 0.6670560336754483, 0
0.038060356, 0.013680763, 0.11873135, 0.044346422, 0.035320356, 0.019989418, -0.015053461, -0.07118818, 0.03459234, 0.07881771, -0.44335737550556176, 0.029489746890735413, -0.5216356709362808, 0.5446037549249196, 0
0.034660265, 0.018177344, 0.078854464, 0.044346802, 0.03532071, 0.019989666, -0.015053461, -0.07118818, 0.03459234, 0.07985635, 0.3810755377053996, 0.0025374999964638545, -0.5182424483316462, 0.5757615373333593, 0
0.03361521, 0.021744754, 0.05329168, 0.044347074, 0.03532071, 0.019989938, -0.015053461, -0.07118818, 0.03459234, 0.079982586, -0.4282802513955599, -0.052462205523292796, -0.18647139969170892, 0.7367173834961679, 0
0.034444317, 0.024600083, 0.03868305, 0.044347126, 0.03532071, 0.019989988, -0.015053461, -0.07118818, 0.03459234, 0.07999792, -0.031175537021140592, 0.3579066718048602, -0.19455180497675728, 0.7523046277177573, 0
0.035943206, 0.026872128, 0.030221524, 0.044347133, 0.03532071, 0.019989997, -0.015053461, -0.07118818, 0.03459234, 0.079999775, -0.10057062362845015, -0.1648798903670859, -0.06821437066087549, 1, 0
0.037083738, 0.028657198, 0.024020292, 0.044347137, 0.03532071, 0.019989999, -0.015053461, -0.07118818, 0.03459234, 0.07999998, 0.24018887441385728, 0.07077960591246761, -0.11914974210725345, 0.5987534262899868, 0
0.037978534, 0.030061264, 0.01909261, 0.044347137, 0.03532071, 0.019989999, -0.015053461, -0.07118818, 0.03459234, 0.07999999, -0.11556419422150749, -0.17098619470337306, -0.16816989823923317, 0.6564271814173994, 0
0.03875431, 0.031165559, 0.015173202, 0.044347137, 0.03532071, 0.01999, -0.015053461, -0.07118818, 0.03459234, 0.079999976, -0.07450013138472689, 0.3746319237209877, -0.205208773632347, 0.7753682545171847, 0
0.039438725, 0.032034818, 0.012053977, 0.044347137, 0.03532071, 0.01999, -0.015053461, -0.07118818, 0.03459234, 0.079999976, -0.1462184216001978, 0.15902705651072171, 0.08649801925349271, 0.18192900150851105, 1
0.040047213, 0.032719716, 0.009576806, 0.044347137, 0.03532071, 0.01999, -0.015053461, -0.07118818, 0.03459234, 0.07999998, 0.05956141017334301, 0.20322178132379878, 0.13929352994291583, 0.117517008652823, 1
0.040590223, 0.03325276, 0.007611992, 0.044347137, 0.03532071, 0.01999, -0.015053461, -0.07118818, 0.03459234, 0.07999809, 0.045591981299854256, -0.22116385837972047, -0.21188922749532182, -0.3189723395853533, 1
0.041120555, 0.0337006, 0.0061111376, 0.04483958, 0.03259686, 0.020104682, -0.015053461, -0.07118818, 0.03459234, 0.03854343, -0.20409633792466997, -0.06485897129080659, -0.006048206397729197, -0.507655585280008, 1
0.042073287, 0.03347341, 0.005804716, 0.04582584, 0.032561656, 0.019963203, -0.015053461, -0.07118818, 0.03459234, 0.038392328, -0.47317483502364155, -0.28439505746859184, 0.04809333776549515, -0.25620865731436304, 1
0.033496495, 0.0151707865, 0.010470881, 0.03709806, 0.029030211, 0.024761578, -0.015053461, -0.07118818, 0.03459234, 0.039191905, -0.40265029087873416, -0.27605347675582304, 0.2594663733454564, -0.5871508999826333, 1
0.026054515, -0.0029389018, 0.014796527, 0.029765451, 0.009358797, 0.029024016, -0.015053461, -0.07118818, 0.03459234, 0.03950013, -0.06728032311273296, -0.930152789441872, -0.07056844248632935, -0.9052978750116251, 1
0.019523112, -0.016925728, 0.018348217, 0.023249807, -0.012330735, 0.03256859, -0.015053461, -0.07118818, 0.03459234, 0.03952252, -0.12099163442011795, -0.07705682802635891, 0.036029062707697436, -0.6446763980876028, 1
0.013895325, -0.028238337, 0.021314565, 0.017646687, -0.033948116, 0.035519224, -0.015053461, -0.07118818, 0.03459234, 0.039506983, -0.26848614522509695, -0.5428254446452776, 0.2603779618176544, -0.8365320801287325, 1
0.009103444, -0.03723407, 0.023767317, 0.012882761, -0.05346934, 0.03795888, -0.015053461, -0.07118818, 0.03459234, 0.0395634, -0.1598165423131088, -0.02803439244914674, -0.18123401132984923, -0.5538974209256324, 1
0.0050505446, -0.044373166, 0.02578527, 0.008846074, -0.063019335, 0.039965574, -0.015053461, -0.07118818, 0.03459234, 0.039562132, -0.27503654916879644, 0.10912030349683863, 0.27788409152703186, -0.4226637483441086, 1
0.001638294, -0.05005499, 0.02743717, 0.0054523507, -0.067762, 0.041607507, -0.015053461, -0.07118818, 0.03459234, 0.0395084, 0.10830555607650219, 0.04179897620556225, 0.45886843750177697, -0.7510094501895186, 1
-0.0012197027, -0.05454763, 0.02878692, 0.0026063884, -0.072496526, 0.042949736, -0.015053461, -0.07118818, 0.03459234, 0.03949568, -0.269382840433692, 0.2793881650070564, 0.14658171525176966, -0.6808918660336761, 1
