x, y, z, end_width, bx1, by1, bz1, bx2, by2, bz2, tx1, ty1, tz1, tx2, ty2, tz2, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, 3.4391274e-08, -0.017098764, 0.14506823, -0.1774127, 0.029249541, 0.100391954, -0.14563504, -0.03314687, 0.0466906, 0.02, -0.07158549, 0.045948956, -0.13739963, -0.21845222394772554, 0.356932298549564, -0.5736497289788188, 1, 0
0.03860732, 0.020945154, 0.17301305, 0.070273906, -0.017268391, 0.12486183, -0.15302393, 0.029080838, 0.080188446, -0.14514332, -0.03314687, 0.0466906, 0.02, -0.07175419, 0.025745448, -0.113013044, -0.1913209800930155, 0.9094807814088455, -0.8706680225721726, 0.74721772831473, 0
0.032683738, 0.041974373, 0.13594294, 0.07881782, -0.01134564, 0.103832684, -0.1159536, 0.035003334, 0.05915889, -0.116105966, -0.03314687, 0.0466906, 0.02, -0.0658306, 0.0047162287, -0.07594293, -0.01626972433967584, 0.35787604537243095, -0.2959954138833438, 0.7149397276802005, 0
0.02935496, 0.058576547, 0.10861634, 0.0798567, -0.008017302, 0.087230556, -0.088626936, 0.038331695, 0.042556874, -0.088655114, -0.03314687, 0.0466906, 0.02, -0.06250183, -0.011885945, -0.04861634, -0.2897221987766396, 0.2249264554771969, -0.7692264004157547, 0.5001951926096825, 0
0.026895758, 0.07284251, 0.08879049, 0.07998288, -0.005558539, 0.07296485, -0.06880096, 0.04079124, 0.028291486, -0.06880586, -0.03314687, 0.0466906, 0.02, -0.060042627, -0.026151907, -0.028790493, -0.08176891774660722, 0.18491275388033834, -0.3010995493453984, 0.4786460107713011, 0
0.025539773, 0.08483173, 0.07550184, 0.07999815, -0.004202554, 0.060976, -0.055511925, 0.04214812, 0.016302831, -0.05551285, -0.03314687, 0.0466906, 0.02, -0.058686644, -0.038141128, -0.015501838, 0.7576500774771219, 0.2759498975609057, -0.45829472244653324, 1, 0
0.024425851, 0.094900355, 0.065562725, 0.079999894, -0.0030886326, 0.050907448, -0.045572743, 0.043262213, 0.0062343106, -0.045572914, -0.03314687, 0.0466906, 0.02, -0.057572722, -0.048209753, -0.0055627264, -0.42046687303871094, 0.6550671755187067, -0.37994647653260877, 0.9077202132392403, 0
0.023604937, 0.103352964, 0.0579702, 0.080000006, -0.0022677183, 0.042454854, -0.037980203, 0.044083156, -0.0022182763, -0.037980236, -0.03314687, 0.0466906, 0.02, -0.056751806, -0.056662362, 0.002029799, 0.09741148317629636, 0.174716775039665, 0.16536418726267654, 1, 0
0.022851298, 0.11041071, 0.05166491, 0.08, -0.001514079, 0.035397105, -0.031674914, 0.044836804, -0.009276025, -0.031674918, -0.03314687, 0.0466906, 0.02, -0.05599817, -0.06372011, 0.008335087, 0.30197413841894255, 0.2932762170031567, -0.310855549590626, 0.747882047236191, 0
0.022496965, 0.11628281, 0.046986215, 0.07995113, -0.0011756178, 0.030480467, -0.026130296, 0.045191135, -0.015148118, -0.026996216, -0.03314687, 0.0466906, 0.02, -0.055643834, -0.06959221, 0.013013784, -0.22011385370431985, 0.24812006517974436, 0.050676843765781576, 1, 0
