x, y, z, end_width, bx1, by1, bz1, bx2, by2, bz2, tx1, ty1, tz1, tx2, ty2, tz2, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03841855595861457, 0.0007375728941711013, 0.19725105858441944, 9.984809835679848e-05, -0.02406262232662474, 0.08073806170492286, 0.019818556820217773, -0.11171421428046398, -0.007789012201010548, 0.051695357315245945, 0.029557615121762137, -0.009892638760026707, 0.01998560176905323, 0.02975122526670183, -0.009675604288088184, 0.060058862994283986, -0.6015844579179355, 0.13659289748747228, -0.4495908944208091, 1, 0
0.032407568091902775, 0.015907648234280227, 0.1686064062723062, 0.0703710817561663, -0.02426292151692397, 0.08053493541334884, 0.02005397486164428, -0.11151721170050792, -0.007804744944938076, 0.027839034860138435, 0.029692602324760762, -0.009914781426641275, 0.019969862157139633, 0.029748876647887532, -0.00979508193653268, 0.05998612789420052, -0.9407495275483652, 0.00253955921425425, -0.9760863722364316, 0.9201358165425634, 0
0.018392592180652523, 0.029377229938516734, 0.12311107976789333, 0.07876176576680562, -0.02426998327142974, 0.08075296014722928, 0.020045896549476735, -0.1115730681483188, -0.007864801039606354, 0.020037027418443907, 0.029713985925076604, -0.009903149401790446, 0.020001468678529154, 0.029590285741207617, -0.009960465388569938, 0.06001617729641605, -0.48600614366788275, 0.25503088812922586, -0.24044036963541482, 0.9669676040157089, 0
0.009021555966619268, 0.04030347194597528, 0.09263502185583926, 0.07975981561455021, -0.024261693032782142, 0.08071745846157943, 0.019857997535530116, -0.11153838450186665, -0.00782894960871608, 0.019975514363291785, 0.029688940021211644, -0.009939176586142746, 0.01995915687612457, 0.02985093856493018, -0.009858095124121554, 0.060137785900001184, -0.5341404464717388, 0.6402458594139662, -0.8438752871340636, 1, 0
0.002215988343393714, 0.04880801380285953, 0.07328927205597387, 0.08004022725163958, -0.02424089237388716, 0.08072832544288869, 0.02000434022664032, -0.11142971794492654, -0.007655130414529475, 0.020100142130856428, 0.029743476552958448, -0.009986633644792277, 0.02019036674044889, 0.02964425817970086, -0.009978407812503663, 0.05982070446385075, 0.2915411299524094, -0.004513009970805698, -0.3809669964812327, 0.8097205131379649, 0
-0.002275857617960435, 0.05546791184100349, 0.0609669732197951, 0.08015162597713717, -0.02417104174567303, 0.08060521054632941, 0.019834606750218385, -0.11160949299508025, -0.007615748739825569, 0.019923294095591838, 0.029646281898698397, -0.009552200344538644, 0.020061486841166192, 0.0297903086603738, -0.009830257325305224, 0.06011921594602765, -0.24014404587528687, 0.5240541230267779, -0.1905501110772133, 1, 0
-0.006405786643792327, 0.06114668581503434, 0.052252573467945714, 0.08005144451826947, -0.02444119857817185, 0.08084217021646294, 0.02008508797835898, -0.11148621906475258, -0.007724637275714656, 0.020118189960054815, 0.029690866398266, -0.009936251945923987, 0.020197745273130365, 0.02959215244478504, -0.010013615768716205, 0.05998467137897654, 0.5478981604752982, 0.12936296358553695, 0.163099301234498, 1, 0
-0.009722213121704872, 0.06509871300661604, 0.04540209241329466, 0.07992061715962376, -0.024247596897339317, 0.08076894764791269, 0.02005732421339055, -0.11153457747468701, -0.007786700403802602, 0.020091683076419228, 0.029654423046968213, -0.009783917735122216, 0.01996493781952432, 0.02984935118187948, -0.010011306430162015, 0.05991633949169759, -0.031197727319803213, 0.6346989057734646, 0.05701681436446343, 1, 0
-0.012489038913768617, 0.06845460709981412, 0.0400215470753049, 0.08006118948298158, -0.024308321682824294, 0.08082567182079602, 0.019908957854415953, -0.11166559659473076, -0.0077719106120580864, 0.0199972710545919, 0.02958126682857611, -0.009839232014924641, 0.020071037483608604, 0.02967930373011779, -0.00977824201537381, 0.05986948728014181, -0.3814103836500525, -0.27059415441054235, -0.06536964423410094, 1, 0
-0.014737831426115289, 0.07115936408137996, 0.035924486325417906, 0.07998354000827834, -0.02425076820016987, 0.0806028232446865, 0.02003378931876634, -0.11156784814848858, -0.0077258199036357835, 0.019927012650540286, 0.029632494906154275, -0.009857759908430347, 0.020221801439117854, 0.029702938178645538, -0.009743836859636576, 0.05994533379295921, -0.3914591652136888, 0.24572220571174894, -0.26655135427867127, 0.9245717326787194, 0
-0.016566118294027647, 0.07324625646368829, 0.0324717722470305, 0.07996979319126231, -0.024365854436778255, 0.0806119704498641, 0.02001049132560712, -0.11156425685101302, -0.007827897316469639, 0.02024462920157799, 0.02973971322654019, -0.009887520246116683, 0.020120771605126302, 0.029579268839943187, -0.010107647959195715, 0.05981595131445103, -0.11058562922340039, -0.2095542909217478, -0.37038151159732574, 1, 0
-0.017982139434047528, 0.07487658717397977, 0.029703204691918898, 0.08001003548884769, -0.02428555126112665, 0.08053641390611954, 0.019934370128878953, -0.11145418863684414, -0.007526928039023062, 0.02005726953969705, 0.029627500212102927, -0.009883891257983004, 0.019850923272025818, 0.02976803452788022, -0.009709417222362644, 0.05995639323459045, -0.16296680318680223, -0.5407561184922195, 0.1545202051380514, 1, 0
-0.01930629490747422, 0.07623702371217983, 0.027624086157215583, 0.08002131216158542, -0.02430984787399171, 0.08063238960683393, 0.01985605017808567, -0.11156352007601836, -0.007694996749200151, 0.019922839522651354, 0.02971968262659438, -0.010055826793334222, 0.01998997339509235, 0.029813578288562743, -0.009756245569016015, 0.06015300740164706, -0.18559521189284425, -0.636914904809729, -0.1216379552691196, 0.9161544665457982, 0
-0.020457558588180554, 0.07692255995610327, 0.025898776782957055, 0.07990959451902027, -0.024308320336906313, 0.08070407846537223, 0.01997380286583206, -0.11161452769631712, -0.007596857141216981, 0.020029466965607343, 0.029548898131377618, -0.009861070960167093, 0.020086727611021694, 0.029649558819026797, -0.009858494649403941, 0.06023511825201678, 0.36159612981709205, -0.2120962011992651, -0.18428321211518617, 1, 0
