x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, 0.14541483, -0.071378194, 0.01998953, 0.020409882, -0.07876379, 0.069943324, 3.4391274e-08, 0.9963577, -0.9499346, -0.9234585, -0.5414722, 0
0.0788989, -0.021494059, 0.18849507, 0.14541471, -0.071377754, 0.019989435, 0.020409882, -0.07876379, 0.069943324, 3.174676e-08, 0.99887943, -0.73712456, -0.9728826, 0.43380308, 0
0.098869145, -0.056964654, 0.13677181, 0.14541467, -0.071377315, 0.019989418, 0.020409882, -0.07876379, 0.069943324, 0.07027386, 0.99847436, -0.20570618, -0.97721434, 0.9417858, 0
0.116025455, -0.06369633, 0.07980123, 0.14541492, -0.071376875, 0.019989531, 0.020409882, -0.07876379, 0.069943324, 0.07881739, 0.99718475, -0.044730067, -0.99193394, 0.9908402, 0
0.12876834, -0.06315838, 0.021756975, 0.14541528, -0.07137688, 0.019989913, 0.020409882, -0.07876379, 0.069943324, 0.07985624, 0.81141996, -0.5963094, -0.99693495, 0.9992809, 0
0.14300863, -0.07978201, 0.0044482513, 0.14541537, -0.07137687, 0.019989979, 0.020409882, -0.07876379, 0.069943324, 0.07998453, -0.9977472, 0.24369013, 0.999285, -1.0, 0
0.11783784, -0.07541106, 0.012916526, 0.13130483, -0.08758034, 0.030079557, 0.020409882, -0.07876379, 0.069943324, 0.037405737, -0.9978943, 0.08345306, 0.43122172, -0.989634, 0
0.1016771, -0.07414136, 0.027185392, 0.11502898, -0.0864803, 0.043642618, 0.020409882, -0.07876379, 0.069943324, 0.035722002, -0.9955341, 0.08073473, 0.9869635, -0.9978265, 0
0.06100883, -0.07124228, 0.0342506, 0.07544258, -0.0840137, 0.04943142, 0.020409882, -0.07876379, 0.069943324, 0.034474194, -0.9592206, 0.22973382, 0.29160392, -0.9712468, 0
0.03789114, -0.06338195, 0.04444143, 0.05171613, -0.07719074, 0.059841476, 0.020409882, -0.07876379, 0.069943324, 0.035949085, -0.62896097, -0.40318358, 0.872331, -0.98120826, 0
0.0025091567, -0.07544335, 0.051970866, 0.016807657, -0.07413246, 0.06748538, 0.020409882, -0.07876379, 0.069943324, 0.037159536, 0, 0, 0, -1, 0
0.0059949663, -0.07679788, 0.053514488, 0.018525071, -0.07173649, 0.069090374, 0.020409882, -0.07876379, 0.069943324, 0.035648566, 0, 0, 0, -1, 0
0.006233806, -0.07683593, 0.05337339, 0.018724227, -0.069151275, 0.06918795, 0.020409882, -0.07876379, 0.069943324, 0.035096075, 0, 0, 0, -1, 0
0.006399306, -0.07687409, 0.05352965, 0.01886553, -0.06652356, 0.06934612, 0.020409882, -0.07876379, 0.069943324, 0.03492576, 0, 0, 0, -1, 0
0.0064560277, -0.07691618, 0.053585064, 0.018909454, -0.06388461, 0.06940679, 0.020409882, -0.07876379, 0.069943324, 0.034874566, 0, 0, 0, -1, 0
0.0064722705, -0.077006966, 0.0536079, 0.01893101, -0.061951663, 0.0694246, 0.020409882, -0.07876379, 0.069943324, 0.034897797, 0, 0, 0, -1, 0
0.006473979, -0.07707821, 0.05361583, 0.018927068, -0.061740857, 0.06943545, 0.020409882, -0.07876379, 0.069943324, 0.03487809, 0, 0, 0, -1, 0
0.006472066, -0.07712662, 0.053618032, 0.018922022, -0.061789952, 0.06943907, 0.020409882, -0.07876379, 0.069943324, 0.034865748, 0, 0, 0, -1, 0
0.0064689554, -0.07716805, 0.05361833, 0.01891824, -0.061837394, 0.06943948, 0.020409882, -0.07876379, 0.069943324, 0.034861013, 0, 0, 0, -1, 0
0.0064653084, -0.077205546, 0.053617787, 0.018914478, -0.06188057, 0.06943887, 0.020409882, -0.07876379, 0.069943324, 0.03485953, 0, 0, 0, -1, 0
0.0064615435, -0.07724134, 0.053616993, 0.018910686, -0.061919607, 0.069438025, 0.020409882, -0.07876379, 0.069943324, 0.034858927, 0, 0, 0, -1, 0
0.0064577903, -0.07727674, 0.053616185, 0.018906942, -0.061954413, 0.06943718, 0.020409882, -0.07876379, 0.069943324, 0.034858726, 0, 0, 0, -1, 0
0.0064540613, -0.07731265, 0.05361544, 0.018903265, -0.06198495, 0.069436386, 0.020409882, -0.07876379, 0.069943324, 0.03485879, 0, 0, 0, -1, 0
0.0064503714, -0.07734997, 0.053614818, 0.018899687, -0.06201125, 0.069435656, 0.020409882, -0.07876379, 0.069943324, 0.034859184, 0, 0, 0, -1, 0
0.006446641, -0.077386886, 0.05361409, 0.018896034, -0.06204529, 0.06943483, 0.020409882, -0.07876379, 0.069943324, 0.034859102, 0, 0, 0, -1, 0
0.0064428844, -0.07742216, 0.05361321, 0.01889226, -0.06208374, 0.06943393, 0.020409882, -0.07876379, 0.069943324, 0.03485898, 0, 0, 0, -1, 0
0.0064391773, -0.077457316, 0.053612363, 0.018888542, -0.062118135, 0.06943308, 0.020409882, -0.07876379, 0.069943324, 0.034858994, 0, 0, 0, -1, 0
0.006435487, -0.07749262, 0.05361154, 0.018884877, -0.06215206, 0.06943223, 0.020409882, -0.07876379, 0.069943324, 0.03485899, 0, 0, 0, -1, 0
0.006431787, -0.07752747, 0.053610675, 0.018881181, -0.062187847, 0.06943136, 0.020409882, -0.07876379, 0.069943324, 0.034858968, 0, 0, 0, -1, 0
0.0064281076, -0.077562355, 0.05360984, 0.018877499, -0.06222223, 0.069430515, 0.020409882, -0.07876379, 0.069943324, 0.03485897, 0, 0, 0, -1, 0
