-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
-0.86147,-0.78031,-0.621819,-0.511315,-0.417347,-0.340916,-0.278841,-0.226813,-0.183842,-0.14863,-0.11991,-0.0965801,-0.0776698,-0.062421,1.07054,1.07799,0.937341,0.764445,0.641175,0.530385,-0.0676737,0.370979,0.311661,0.262226,0.221339,0.187283,0.158893,0.135086,-0.0696731,0.0982277
