time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.000000, 0.000000, -4.000000, 4.000000, 30.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.000000, 0.005000, -4.000000, 4.000000, 30.000000, 0.100000, 100.000000, 99.995000, 0
2.000000, 3.000000, 0.025000, -4.000000, 4.000000, 30.000000, 0.300000, 100.000000, 99.975000, 0
3.000000, 4.000000, 0.070000, -4.000000, 4.000000, 30.000000, 0.600000, 100.000000, 99.930000, 0
4.000000, 4.000000, 0.150000, -4.000000, 4.000000, 30.000000, 1.000000, 100.000000, 99.850000, 0
5.000000, 4.000000, 0.270000, -4.000000, 4.000000, 30.000000, 1.400000, 100.000000, 99.730000, 0
6.000000, 4.000000, 0.430000, -4.000000, 4.000000, 30.000000, 1.800000, 100.000000, 99.570000, 0
7.000000, 4.000000, 0.630000, -4.000000, 4.000000, 30.000000, 2.200000, 100.000000, 99.370000, 0
8.000000, 4.000000, 0.870000, -4.000000, 4.000000, 30.000000, 2.600000, 100.000000, 99.130000, 0
9.000000, 4.000000, 1.150000, -4.000000, 4.000000, 30.000000, 3.000000, 100.000000, 98.850000, 0
10.000000, 4.000000, 1.470000, -4.000000, 4.000000, 30.000000, 3.400000, 100.000000, 98.530000, 0
11.000000, 4.000000, 1.830000, -4.000000, 4.000000, 30.000000, 3.800000, 100.000000, 98.170000, 0
12.000000, 4.000000, 2.230000, -4.000000, 4.000000, 30.000000, 4.200000, 100.000000, 97.770000, 0
13.000000, 4.000000, 2.670000, -4.000000, 4.000000, 30.000000, 4.600000, 100.000000, 97.330000, 0
14.000000, 4.000000, 3.150000, -4.000000, 4.000000, 30.000000, 5.000000, 100.000000, 96.850000, 0
15.000000, 4.000000, 3.670000, -4.000000, 4.000000, 30.000000, 5.400000, 100.000000, 96.330000, 0
16.000000, 4.000000, 4.230000, -4.000000, 4.000000, 30.000000, 5.800000, 100.000000, 95.770000, 0
17.000000, 4.000000, 4.830000, -4.000000, 4.000000, 30.000000, 6.200000, 100.000000, 95.170000, 0
18.000000, 4.000000, 5.470000, -4.000000, 4.000000, 30.000000, 6.600000, 100.000000, 94.530000, 0
19.000000, 4.000000, 6.150000, -4.000000, 4.000000, 30.000000, 7.000000, 100.000000, 93.850000, 0
20.000000, 4.000000, 6.870000, -4.000000, 4.000000, 30.000000, 7.400000, 100.000000, 93.130000, 0
21.000000, 4.000000, 7.630000, -4.000000, 4.000000, 30.000000, 7.800000, 100.000000, 92.370000, 0
22.000000, 4.000000, 8.430000, -4.000000, 4.000000, 30.000000, 8.200000, 100.000000, 91.570000, 0
23.000000, 4.000000, 9.270000, -4.000000, 4.000000, 30.000000, 8.600000, 100.000000, 90.730000, 0
24.000000, 4.000000, 10.150000, -4.000000, 4.000000, 30.000000, 9.000000, 100.000000, 89.850000, 0
25.000000, 4.000000, 11.070000, -4.000000, 4.000000, 30.000000, 9.400000, 100.000000, 88.930000, 0
26.000000, 4.000000, 12.030000, -4.000000, 4.000000, 30.000000, 9.800000, 100.000000, 87.970000, 0
27.000000, 4.000000, 13.030000, -4.000000, 4.000000, 30.000000, 10.200000, 100.000000, 86.970000, 0
28.000000, 4.000000, 14.070000, -4.000000, 4.000000, 30.000000, 10.600000, 100.000000, 85.930000, 0
29.000000, 4.000000, 15.150000, -4.000000, 4.000000, 30.000000, 11.000000, 100.000000, 84.850000, 0
30.000000, 4.000000, 16.270000, -4.000000, 4.000000, 30.000000, 11.400000, 100.000000, 83.730000, 0
31.000000, 4.000000, 17.430000, -4.000000, 4.000000, 30.000000, 11.800000, 100.000000, 82.570000, 0
32.000000, 4.000000, 18.630000, -4.000000, 4.000000, 30.000000, 12.200000, 100.000000, 81.370000, 0
33.000000, 4.000000, 19.870000, -4.000000, 4.000000, 30.000000, 12.600000, 100.000000, 80.130000, 0
34.000000, 4.000000, 21.150000, -4.000000, 4.000000, 30.000000, 13.000000, 100.000000, 78.850000, 0
35.000000, 4.000000, 22.470000, -4.000000, 4.000000, 30.000000, 13.400000, 100.000000, 77.530000, 0
36.000000, 4.000000, 23.830000, -4.000000, 4.000000, 30.000000, 13.800000, 100.000000, 76.170000, 0
37.000000, 4.000000, 25.230000, -4.000000, 4.000000, 30.000000, 14.200000, 100.000000, 74.770000, 0
38.000000, 4.000000, 26.670000, -4.000000, 4.000000, 30.000000, 14.600000, 100.000000, 73.330000, 0
39.000000, 4.000000, 28.150000, -4.000000, 4.000000, 30.000000, 15.000000, 100.000000, 71.850000, 0
40.000000, 4.000000, 29.670000, -4.000000, 4.000000, 30.000000, 15.400000, 100.000000, 70.330000, 0
41.000000, 4.000000, 31.230000, -4.000000, 4.000000, 30.000000, 15.800000, 100.000000, 68.770000, 0
42.000000, 4.000000, 32.830000, -4.000000, 4.000000, 30.000000, 16.200000, 100.000000, 67.170000, 0
43.000000, 4.000000, 34.470000, -4.000000, 4.000000, 30.000000, 16.600000, 100.000000, 65.530000, 0
44.000000, 4.000000, 36.150000, -4.000000, 4.000000, 30.000000, 17.000000, 100.000000, 63.850000, 0
45.000000, 4.000000, 37.870000, -4.000000, 4.000000, 30.000000, 17.400000, 100.000000, 62.130000, 0
46.000000, 4.000000, 39.630000, -4.000000, 4.000000, 30.000000, 17.800000, 100.000000, 60.370000, 0
47.000000, 4.000000, 41.430000, -4.000000, 4.000000, 30.000000, 18.200000, 100.000000, 58.570000, 0
48.000000, 4.000000, 43.270000, -4.000000, 4.000000, 30.000000, 18.600000, 100.000000, 56.730000, 0
49.000000, 4.000000, 45.150000, -4.000000, 4.000000, 30.000000, 19.000000, 100.000000, 54.850000, 0
50.000000, 4.000000, 47.070000, -4.000000, 4.000000, 30.000000, 19.400000, 100.000000, 52.930000, 0
51.000000, 4.000000, 49.030000, -4.000000, 4.000000, 30.000000, 19.800000, 100.000000, 50.970000, 0
52.000000, 3.000000, 51.030000, -4.000000, 4.000000, 30.000000, 20.200000, 100.000000, 48.970000, 2
53.000000, 2.000000, 53.065000, -4.000000, 4.000000, 30.000000, 20.500000, 100.000000, 46.935000, 2
54.000000, 1.000000, 55.125000, -4.000000, 4.000000, 30.000000, 20.700000, 100.000000, 44.875000, 2
55.000000, 0.000000, 57.200000, -4.000000, 4.000000, 30.000000, 20.800000, 100.000000, 42.800000, 2
56.000000, -1.000000, 59.280000, -4.000000, 4.000000, 30.000000, 20.800000, 100.000000, 40.720000, 2
57.000000, -2.000000, 61.355000, -4.000000, 4.000000, 30.000000, 20.700000, 100.000000, 38.645000, 2
58.000000, -3.000000, 63.415000, -4.000000, 4.000000, 30.000000, 20.500000, 100.000000, 36.585000, 2
59.000000, -4.000000, 65.450000, -4.000000, 4.000000, 30.000000, 20.200000, 100.000000, 34.550000, 2
60.000000, -4.000000, 67.450000, -4.000000, 4.000000, 30.000000, 19.800000, 100.000000, 32.550000, 2
61.000000, -4.000000, 69.410000, -4.000000, 4.000000, 30.000000, 19.400000, 100.000000, 30.590000, 2
62.000000, -4.000000, 71.330000, -4.000000, 4.000000, 30.000000, 19.000000, 100.000000, 28.670000, 2
63.000000, -4.000000, 73.210000, -4.000000, 4.000000, 30.000000, 18.600000, 100.000000, 26.790000, 2
64.000000, -4.000000, 75.050000, -4.000000, 4.000000, 30.000000, 18.200000, 100.000000, 24.950000, 2
65.000000, -4.000000, 76.850000, -4.000000, 4.000000, 30.000000, 17.800000, 100.000000, 23.150000, 2
66.000000, -4.000000, 78.610000, -4.000000, 4.000000, 30.000000, 17.400000, 100.000000, 21.390000, 2
