time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.000000, 0.000000, -9.000000, 8.000000, 20.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.000000, 0.005000, -9.000000, 8.000000, 20.000000, 0.100000, 100.000000, 99.995000, 0
2.000000, 3.000000, 0.025000, -9.000000, 8.000000, 20.000000, 0.300000, 100.000000, 99.975000, 0
3.000000, 4.000000, 0.070000, -9.000000, 8.000000, 20.000000, 0.600000, 100.000000, 99.930000, 0
4.000000, 5.000000, 0.150000, -9.000000, 8.000000, 20.000000, 1.000000, 100.000000, 99.850000, 0
5.000000, 6.000000, 0.275000, -9.000000, 8.000000, 20.000000, 1.500000, 100.000000, 99.725000, 0
6.000000, 7.000000, 0.455000, -9.000000, 8.000000, 20.000000, 2.100000, 100.000000, 99.545000, 0
7.000000, 8.000000, 0.700000, -9.000000, 8.000000, 20.000000, 2.800000, 100.000000, 99.300000, 0
8.000000, 8.000000, 1.020000, -9.000000, 8.000000, 20.000000, 3.600000, 100.000000, 98.980000, 0
9.000000, 8.000000, 1.420000, -9.000000, 8.000000, 20.000000, 4.400000, 100.000000, 98.580000, 0
10.000000, 8.000000, 1.900000, -9.000000, 8.000000, 20.000000, 5.200000, 100.000000, 98.100000, 0
11.000000, 8.000000, 2.460000, -9.000000, 8.000000, 20.000000, 6.000000, 100.000000, 97.540000, 0
12.000000, 8.000000, 3.100000, -9.000000, 8.000000, 20.000000, 6.800000, 100.000000, 96.900000, 0
13.000000, 8.000000, 3.820000, -9.000000, 8.000000, 20.000000, 7.600000, 100.000000, 96.180000, 0
14.000000, 8.000000, 4.620000, -9.000000, 8.000000, 20.000000, 8.400000, 100.000000, 95.380000, 0
15.000000, 8.000000, 5.500000, -9.000000, 8.000000, 20.000000, 9.200000, 100.000000, 94.500000, 0
16.000000, 8.000000, 6.460000, -9.000000, 8.000000, 20.000000, 10.000000, 100.000000, 93.540000, 0
17.000000, 8.000000, 7.500000, -9.000000, 8.000000, 20.000000, 10.800000, 100.000000, 92.500000, 0
18.000000, 8.000000, 8.620000, -9.000000, 8.000000, 20.000000, 11.600000, 100.000000, 91.380000, 0
19.000000, 8.000000, 9.820000, -9.000000, 8.000000, 20.000000, 12.400000, 100.000000, 90.180000, 0
20.000000, 8.000000, 11.100000, -9.000000, 8.000000, 20.000000, 13.200000, 100.000000, 88.900000, 0
21.000000, 8.000000, 12.460000, -9.000000, 8.000000, 20.000000, 14.000000, 100.000000, 87.540000, 0
22.000000, 8.000000, 13.900000, -9.000000, 8.000000, 20.000000, 14.800000, 100.000000, 86.100000, 0
23.000000, 8.000000, 15.420000, -9.000000, 8.000000, 20.000000, 15.600000, 100.000000, 84.580000, 0
24.000000, 8.000000, 17.020000, -9.000000, 8.000000, 20.000000, 16.400000, 100.000000, 82.980000, 0
25.000000, 8.000000, 18.700000, -9.000000, 8.000000, 20.000000, 17.200000, 100.000000, 81.300000, 0
26.000000, 8.000000, 20.460000, -9.000000, 8.000000, 20.000000, 18.000000, 100.000000, 79.540000, 0
27.000000, 8.000000, 22.300000, -9.000000, 8.000000, 20.000000, 18.800000, 100.000000, 77.700000, 0
28.000000, 8.000000, 24.220000, -9.000000, 8.000000, 20.000000, 19.600000, 100.000000, 75.780000, 0
29.000000, 7.000000, 26.220000, -9.000000, 8.000000, 20.000000, 20.400000, 100.000000, 73.780000, 1
30.000000, 6.000000, 28.295000, -9.000000, 8.000000, 20.000000, 21.100000, 100.000000, 71.705000, 1
31.000000, 5.000000, 30.435000, -9.000000, 8.000000, 20.000000, 21.700000, 100.000000, 69.565000, 1
32.000000, 4.000000, 32.630000, -9.000000, 8.000000, 20.000000, 22.200000, 100.000000, 67.370000, 1
