time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.000000, 0.000000, -9.000000, 16.000000, 81.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.000000, 0.005000, -9.000000, 16.000000, 81.000000, 0.100000, 100.000000, 99.995000, 0
2.000000, 3.000000, 0.025000, -9.000000, 16.000000, 81.000000, 0.300000, 100.000000, 99.975000, 0
3.000000, 4.000000, 0.070000, -9.000000, 16.000000, 81.000000, 0.600000, 100.000000, 99.930000, 0
4.000000, 5.000000, 0.150000, -9.000000, 16.000000, 81.000000, 1.000000, 100.000000, 99.850000, 0
5.000000, 6.000000, 0.275000, -9.000000, 16.000000, 81.000000, 1.500000, 100.000000, 99.725000, 0
6.000000, 7.000000, 0.455000, -9.000000, 16.000000, 81.000000, 2.100000, 100.000000, 99.545000, 0
7.000000, 8.000000, 0.700000, -9.000000, 16.000000, 81.000000, 2.800000, 100.000000, 99.300000, 0
8.000000, 9.000000, 1.020000, -9.000000, 16.000000, 81.000000, 3.600000, 100.000000, 98.980000, 0
9.000000, 10.000000, 1.425000, -9.000000, 16.000000, 81.000000, 4.500000, 100.000000, 98.575000, 0
10.000000, 11.000000, 1.925000, -9.000000, 16.000000, 81.000000, 5.500000, 100.000000, 98.075000, 0
11.000000, 12.000000, 2.530000, -9.000000, 16.000000, 81.000000, 6.600000, 100.000000, 97.470000, 0
12.000000, 13.000000, 3.250000, -9.000000, 16.000000, 81.000000, 7.800000, 100.000000, 96.750000, 0
13.000000, 14.000000, 4.095000, -9.000000, 16.000000, 81.000000, 9.100000, 100.000000, 95.905000, 0
14.000000, 15.000000, 5.075000, -9.000000, 16.000000, 81.000000, 10.500000, 100.000000, 94.925000, 0
15.000000, 16.000000, 6.200000, -9.000000, 16.000000, 81.000000, 12.000000, 100.000000, 93.800000, 0
16.000000, 16.000000, 7.480000, -9.000000, 16.000000, 81.000000, 13.600000, 100.000000, 92.520000, 0
17.000000, 16.000000, 8.920000, -9.000000, 16.000000, 81.000000, 15.200000, 100.000000, 91.080000, 0
18.000000, 16.000000, 10.520000, -9.000000, 16.000000, 81.000000, 16.800000, 100.000000, 89.480000, 0
19.000000, 16.000000, 12.280000, -9.000000, 16.000000, 81.000000, 18.400000, 100.000000, 87.720000, 0
20.000000, 16.000000, 14.200000, -9.000000, 16.000000, 81.000000, 20.000000, 100.000000, 85.800000, 0
21.000000, 16.000000, 16.280000, -9.000000, 16.000000, 81.000000, 21.600000, 100.000000, 83.720000, 0
22.000000, 16.000000, 18.520000, -9.000000, 16.000000, 81.000000, 23.200000, 100.000000, 81.480000, 0
23.000000, 16.000000, 20.920000, -9.000000, 16.000000, 81.000000, 24.800000, 100.000000, 79.080000, 0
24.000000, 16.000000, 23.480000, -9.000000, 16.000000, 81.000000, 26.400000, 100.000000, 76.520000, 0
25.000000, 16.000000, 26.200000, -9.000000, 16.000000, 81.000000, 28.000000, 100.000000, 73.800000, 0
26.000000, 16.000000, 29.080000, -9.000000, 16.000000, 81.000000, 29.600000, 100.000000, 70.920000, 0
27.000000, 16.000000, 32.120000, -9.000000, 16.000000, 81.000000, 31.200000, 100.000000, 67.880000, 0
28.000000, 16.000000, 35.320000, -9.000000, 16.000000, 81.000000, 32.800000, 100.000000, 64.680000, 0
29.000000, 15.000000, 38.680000, -9.000000, 16.000000, 81.000000, 34.400000, 100.000000, 61.320000, 2
30.000000, 14.000000, 42.195000, -9.000000, 16.000000, 81.000000, 35.900000, 100.000000, 57.805000, 2
31.000000, 13.000000, 45.855000, -9.000000, 16.000000, 81.000000, 37.300000, 100.000000, 54.145000, 2
32.000000, 12.000000, 49.650000, -9.000000, 16.000000, 81.000000, 38.600000, 100.000000, 50.350000, 2
33.000000, 11.000000, 53.570000, -9.000000, 16.000000, 81.000000, 39.800000, 100.000000, 46.430000, 2
34.000000, 10.000000, 57.605000, -9.000000, 16.000000, 81.000000, 40.900000, 100.000000, 42.395000, 2
35.000000, 9.000000, 61.745000, -9.000000, 16.000000, 81.000000, 41.900000, 100.000000, 38.255000, 2
36.000000, 8.000000, 65.980000, -9.000000, 16.000000, 81.000000, 42.800000, 100.000000, 34.020000, 2
37.000000, 7.000000, 70.300000, -9.000000, 16.000000, 81.000000, 43.600000, 100.000000, 29.700000, 2
38.000000, 6.000000, 74.695000, -9.000000, 16.000000, 81.000000, 44.300000, 100.000000, 25.305000, 2
39.000000, 5.000000, 79.155000, -9.000000, 16.000000, 81.000000, 44.900000, 100.000000, 20.845000, 2
40.000000, 4.000000, 83.670000, -9.000000, 16.000000, 81.000000, 45.400000, 100.000000, 16.330000, 2
41.000000, 3.000000, 88.230000, -9.000000, 16.000000, 81.000000, 45.800000, 100.000000, 11.770000, 2
42.000000, 2.000000, 92.825000, -9.000000, 16.000000, 81.000000, 46.100000, 100.000000, 7.175000, 2
43.000000, 1.000000, 97.445000, -9.000000, 16.000000, 81.000000, 46.300000, 100.000000, 2.555000, 2
44.000000, 0.000000, 102.080000, -9.000000, 16.000000, 81.000000, 46.400000, 100.000000, -2.080000, 2
45.000000, -1.000000, 106.720000, -9.000000, 16.000000, 81.000000, 46.400000, 100.000000, -6.720000, 2
46.000000, -2.000000, 111.355000, -9.000000, 16.000000, 81.000000, 46.300000, 100.000000, -11.355000, 2
47.000000, -3.000000, 115.975000, -9.000000, 16.000000, 81.000000, 46.100000, 100.000000, -15.975000, 2
48.000000, -4.000000, 120.570000, -9.000000, 16.000000, 81.000000, 45.800000, 100.000000, -20.570000, 2
49.000000, -5.000000, 125.130000, -9.000000, 16.000000, 81.000000, 45.400000, 100.000000, -25.130000, 2
50.000000, -6.000000, 129.645000, -9.000000, 16.000000, 81.000000, 44.900000, 100.000000, -29.645000, 2
51.000000, -7.000000, 134.105000, -9.000000, 16.000000, 81.000000, 44.300000, 100.000000, -34.105000, 2
52.000000, -8.000000, 138.500000, -9.000000, 16.000000, 81.000000, 43.600000, 100.000000, -38.500000, 2
53.000000, -9.000000, 142.820000, -9.000000, 16.000000, 81.000000, 42.800000, 100.000000, -42.820000, 2
54.000000, -9.000000, 147.055000, -9.000000, 16.000000, 81.000000, 41.900000, 100.000000, -47.055000, 2
55.000000, -9.000000, 151.200000, -9.000000, 16.000000, 81.000000, 41.000000, 100.000000, -51.200000, 2
56.000000, -9.000000, 155.255000, -9.000000, 16.000000, 81.000000, 40.100000, 100.000000, -55.255000, 2
57.000000, -9.000000, 159.220000, -9.000000, 16.000000, 81.000000, 39.200000, 100.000000, -59.220000, 2
58.000000, -9.000000, 163.095000, -9.000000, 16.000000, 81.000000, 38.300000, 100.000000, -63.095000, 2
59.000000, -9.000000, 166.880000, -9.000000, 16.000000, 81.000000, 37.400000, 100.000000, -66.880000, 2
60.000000, -9.000000, 170.575000, -9.000000, 16.000000, 81.000000, 36.500000, 100.000000, -70.575000, 2
61.000000, -9.000000, 174.180000, -9.000000, 16.000000, 81.000000, 35.600000, 100.000000, -74.180000, 2
62.000000, -9.000000, 177.695000, -9.000000, 16.000000, 81.000000, 34.700000, 100.000000, -77.695000, 2
63.000000, -9.000000, 181.120000, -9.000000, 16.000000, 81.000000, 33.800000, 100.000000, -81.120000, 2
64.000000, -9.000000, 184.455000, -9.000000, 16.000000, 81.000000, 32.900000, 100.000000, -84.455000, 2
65.000000, -9.000000, 187.700000, -9.000000, 16.000000, 81.000000, 32.000000, 100.000000, -87.700000, 2
66.000000, -9.000000, 190.855000, -9.000000, 16.000000, 81.000000, 31.100000, 100.000000, -90.855000, 2
67.000000, -9.000000, 193.920000, -9.000000, 16.000000, 81.000000, 30.200000, 100.000000, -93.920000, 2
68.000000, -9.000000, 196.895000, -9.000000, 16.000000, 81.000000, 29.300000, 100.000000, -96.895000, 2
69.000000, -9.000000, 199.780000, -9.000000, 16.000000, 81.000000, 28.400000, 100.000000, -99.780000, 2
70.000000, -9.000000, 202.575000, -9.000000, 16.000000, 81.000000, 27.500000, 100.000000, -102.575000, 2
