time, LA.acc, pos, decMax, accMax, vMax, vel, target, dns, HA
0.000000, 1.000000, 0.000000, -27.000000, 8.000000, 38.000000, 0.000000, 100.000000, 100.000000, 0
1.000000, 2.000000, 0.005000, -27.000000, 8.000000, 38.000000, 0.100000, 100.000000, 99.995000, 0
2.000000, 3.000000, 0.025000, -27.000000, 8.000000, 38.000000, 0.300000, 100.000000, 99.975000, 0
3.000000, 4.000000, 0.070000, -27.000000, 8.000000, 38.000000, 0.600000, 100.000000, 99.930000, 0
4.000000, 5.000000, 0.150000, -27.000000, 8.000000, 38.000000, 1.000000, 100.000000, 99.850000, 0
5.000000, 6.000000, 0.275000, -27.000000, 8.000000, 38.000000, 1.500000, 100.000000, 99.725000, 0
6.000000, 7.000000, 0.455000, -27.000000, 8.000000, 38.000000, 2.100000, 100.000000, 99.545000, 0
7.000000, 8.000000, 0.700000, -27.000000, 8.000000, 38.000000, 2.800000, 100.000000, 99.300000, 0
8.000000, 8.000000, 1.020000, -27.000000, 8.000000, 38.000000, 3.600000, 100.000000, 98.980000, 0
9.000000, 8.000000, 1.420000, -27.000000, 8.000000, 38.000000, 4.400000, 100.000000, 98.580000, 0
10.000000, 8.000000, 1.900000, -27.000000, 8.000000, 38.000000, 5.200000, 100.000000, 98.100000, 0
11.000000, 8.000000, 2.460000, -27.000000, 8.000000, 38.000000, 6.000000, 100.000000, 97.540000, 0
12.000000, 8.000000, 3.100000, -27.000000, 8.000000, 38.000000, 6.800000, 100.000000, 96.900000, 0
13.000000, 8.000000, 3.820000, -27.000000, 8.000000, 38.000000, 7.600000, 100.000000, 96.180000, 0
14.000000, 8.000000, 4.620000, -27.000000, 8.000000, 38.000000, 8.400000, 100.000000, 95.380000, 0
15.000000, 8.000000, 5.500000, -27.000000, 8.000000, 38.000000, 9.200000, 100.000000, 94.500000, 0
16.000000, 8.000000, 6.460000, -27.000000, 8.000000, 38.000000, 10.000000, 100.000000, 93.540000, 0
17.000000, 8.000000, 7.500000, -27.000000, 8.000000, 38.000000, 10.800000, 100.000000, 92.500000, 0
18.000000, 8.000000, 8.620000, -27.000000, 8.000000, 38.000000, 11.600000, 100.000000, 91.380000, 0
19.000000, 8.000000, 9.820000, -27.000000, 8.000000, 38.000000, 12.400000, 100.000000, 90.180000, 0
20.000000, 8.000000, 11.100000, -27.000000, 8.000000, 38.000000, 13.200000, 100.000000, 88.900000, 0
21.000000, 8.000000, 12.460000, -27.000000, 8.000000, 38.000000, 14.000000, 100.000000, 87.540000, 0
22.000000, 8.000000, 13.900000, -27.000000, 8.000000, 38.000000, 14.800000, 100.000000, 86.100000, 0
23.000000, 8.000000, 15.420000, -27.000000, 8.000000, 38.000000, 15.600000, 100.000000, 84.580000, 0
24.000000, 8.000000, 17.020000, -27.000000, 8.000000, 38.000000, 16.400000, 100.000000, 82.980000, 0
25.000000, 8.000000, 18.700000, -27.000000, 8.000000, 38.000000, 17.200000, 100.000000, 81.300000, 0
26.000000, 8.000000, 20.460000, -27.000000, 8.000000, 38.000000, 18.000000, 100.000000, 79.540000, 0
27.000000, 8.000000, 22.300000, -27.000000, 8.000000, 38.000000, 18.800000, 100.000000, 77.700000, 0
28.000000, 8.000000, 24.220000, -27.000000, 8.000000, 38.000000, 19.600000, 100.000000, 75.780000, 0
29.000000, 8.000000, 26.220000, -27.000000, 8.000000, 38.000000, 20.400000, 100.000000, 73.780000, 0
30.000000, 8.000000, 28.300000, -27.000000, 8.000000, 38.000000, 21.200000, 100.000000, 71.700000, 0
31.000000, 8.000000, 30.460000, -27.000000, 8.000000, 38.000000, 22.000000, 100.000000, 69.540000, 0
32.000000, 8.000000, 32.700000, -27.000000, 8.000000, 38.000000, 22.800000, 100.000000, 67.300000, 0
33.000000, 8.000000, 35.020000, -27.000000, 8.000000, 38.000000, 23.600000, 100.000000, 64.980000, 0
34.000000, 8.000000, 37.420000, -27.000000, 8.000000, 38.000000, 24.400000, 100.000000, 62.580000, 0
35.000000, 8.000000, 39.900000, -27.000000, 8.000000, 38.000000, 25.200000, 100.000000, 60.100000, 0
36.000000, 8.000000, 42.460000, -27.000000, 8.000000, 38.000000, 26.000000, 100.000000, 57.540000, 0
37.000000, 8.000000, 45.100000, -27.000000, 8.000000, 38.000000, 26.800000, 100.000000, 54.900000, 0
38.000000, 8.000000, 47.820000, -27.000000, 8.000000, 38.000000, 27.600000, 100.000000, 52.180000, 0
39.000000, 8.000000, 50.620000, -27.000000, 8.000000, 38.000000, 28.400000, 100.000000, 49.380000, 0
40.000000, 8.000000, 53.500000, -27.000000, 8.000000, 38.000000, 29.200000, 100.000000, 46.500000, 0
41.000000, 8.000000, 56.460000, -27.000000, 8.000000, 38.000000, 30.000000, 100.000000, 43.540000, 0
42.000000, 8.000000, 59.500000, -27.000000, 8.000000, 38.000000, 30.800000, 100.000000, 40.500000, 0
43.000000, 8.000000, 62.620000, -27.000000, 8.000000, 38.000000, 31.600000, 100.000000, 37.380000, 0
44.000000, 8.000000, 65.820000, -27.000000, 8.000000, 38.000000, 32.400000, 100.000000, 34.180000, 0
45.000000, 8.000000, 69.100000, -27.000000, 8.000000, 38.000000, 33.200000, 100.000000, 30.900000, 0
46.000000, 8.000000, 72.460000, -27.000000, 8.000000, 38.000000, 34.000000, 100.000000, 27.540000, 0
47.000000, 8.000000, 75.900000, -27.000000, 8.000000, 38.000000, 34.800000, 100.000000, 24.100000, 0
48.000000, 7.000000, 79.420000, -27.000000, 8.000000, 38.000000, 35.600000, 100.000000, 20.580000, 2
49.000000, 6.000000, 83.015000, -27.000000, 8.000000, 38.000000, 36.300000, 100.000000, 16.985000, 2
