x, y, z, end_width, bx1, by1, bz1, bx2, by2, bz2, tx1, ty1, tz1, tx2, ty2, tz2, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, 3.4391274e-08, -0.108115435, 0.018181462, -0.17740977, -0.06411973, 0.065518394, -0.14563504, 0.09916453, 0.08876265, 0.02, 0.060725912, 0.088021, -0.13739963, -0.6049952768849489, -0.1634724488511959, -0.8783026032871375, 0.6768332076218863, 0
0.028024144, 0.0039225565, 0.17052285, 0.07027399, -0.097701184, 0.015000715, -0.15053304, -0.05370525, 0.062337484, -0.14265312, 0.09916453, 0.08876265, 0.02, 0.071140386, 0.08484009, -0.11052285, -0.07924402296227667, -0.45008710001767516, -0.49608224831384606, 0.5687512382699028, 0
0.013462546, 0.006546144, 0.13866083, 0.078817606, -0.08313991, 0.012377329, -0.11867106, -0.03914448, 0.059713673, -0.11882388, 0.09916453, 0.08876265, 0.02, 0.08570199, 0.0822165, -0.07866083, -0.9207881209948777, -0.10201607761374112, -0.3191574288240891, 0.9160543790151048, 0
0.0021833468, 0.008727826, 0.11541981, 0.0798563, -0.07186097, 0.0101958085, -0.09543005, -0.027865583, 0.057532124, -0.09545861, 0.09916453, 0.08876265, 0.02, 0.09698118, 0.08003482, -0.055419814, -0.3299216813110129, -0.31077419675307405, -0.2969882132407179, 0.941630238602422, 0
-0.007890093, 0.010525996, 0.097301476, 0.07998257, -0.061787795, 0.008397801, -0.07731171, -0.017792221, 0.055734247, -0.07731683, 0.09916453, 0.08876265, 0.02, 0.10705462, 0.078236654, -0.037301477, 0.2678566060151757, -0.06071062988756781, 0.07349958478309787, 0.7104084387140606, 0
-0.016439853, 0.012012491, 0.08368649, 0.07999791, -0.053238407, 0.006911466, -0.06369659, -0.009241696, 0.054248333, -0.06369749, 0.09916453, 0.08876265, 0.02, 0.115604386, 0.07675016, -0.023686495, 0.0719945172213966, 0.8700266207945252, 0.24311482115856903, 1, 0
-0.023880832, 0.013236776, 0.07292096, 0.07999977, -0.045797512, 0.005687181, -0.05293098, -0.0018003825, 0.053024247, -0.052931152, 0.09916453, 0.08876265, 0.02, 0.12304536, 0.07552587, -0.0129209645, -0.0961418893921891, 0.463036616288705, 0.03794813273119979, 1, 0
-0.030435778, 0.014241968, 0.06395927, 0.07999998, -0.03924258, 0.0046819886, -0.043969274, 0.0047546253, 0.0520191, -0.043969303, 0.09916453, 0.08876265, 0.02, 0.12960032, 0.07452068, -0.003959272, -0.16344806774838228, -0.5799829220660909, 0.12625965287514945, 0.7197717529435927, 0
-0.036140006, 0.015068083, 0.056489594, 0.07999999, -0.033538353, 0.0038558738, -0.036499597, 0.010458866, 0.051192984, -0.0364996, 0.09916453, 0.08876265, 0.02, 0.13530454, 0.073694564, 0.0035104044, 0.5265226910706969, 0.006109917860092649, -0.24313058536740093, 1, 0
-0.04107223, 0.015747461, 0.050264444, 0.07999999, -0.028606128, 0.0031764954, -0.030274445, 0.015391093, 0.050513614, -0.030274445, 0.09916453, 0.08876265, 0.02, 0.14023677, 0.07301518, 0.009735554, -0.0520597575556287, -0.13662304774561732, 0.21810995081803564, 0.7668675806750437, 0
-0.045295876, 0.016212426, 0.04509649, 0.07985039, -0.024382483, 0.0027115308, -0.02510649, 0.018087426, 0.05009587, -0.023748284, 0.09916453, 0.08876265, 0.02, 0.14446041, 0.07255022, 0.014903508, -0.7116189624108942, 0.41886577119729856, 0.10209926421125054, 1, 0
-0.047672443, 0.016514553, 0.0430944, 0.07965907, -0.022005916, 0.0024094041, -0.0231044, 0.019170716, 0.049864016, -0.020778615, 0.09916453, 0.08876265, 0.02, 0.14683697, 0.072248094, 0.016905598, 0.026959175632411417, -0.34040683869720495, -0.06754743422344793, 0.45524347970102774, 0
-0.049417354, 0.016716463, 0.042342562, 0.07954657, -0.020261005, 0.0022074934, -0.022352561, 0.019943668, 0.049720705, -0.019370828, 0.09916453, 0.08876265, 0.02, 0.14858189, 0.07204618, 0.017657436, -0.11251765506291286, 0.11198367245757104, -0.014437865995119231, 0.9765402697658744, 0
