x, y, z, end_width, bx1, by1, bz1, bx2, by2, bz2, tx1, ty1, tz1, tx2, ty2, tz2, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, 3.4391274e-08, 0.080394104, 0.05394338, -0.1774127, -0.09336871, 0.13234279, -0.14563504, -0.0070963698, -0.101867154, 0.02, -0.045534987, -0.1026088, -0.13739963, 0.660108572412869, 0.4685804755479672, -0.7658407030467703, 1, 0
0.051504835, 0.009559917, 0.17723238, 0.07027422, 0.06733042, 0.045124277, -0.1572431, -0.10643493, 0.12352452, -0.14936265, -0.0070963698, -0.101867154, 0.02, -0.058601204, -0.11142707, -0.11723238, 0.13020395684552416, -0.21537215540531474, -0.8419719977802207, 1, 0
0.055093136, 0.017026424, 0.13698022, 0.078817755, 0.06374228, 0.037657045, -0.116990805, -0.1100243, 0.116057664, -0.11714325, -0.0070963698, -0.101867154, 0.02, -0.062189505, -0.11889358, -0.07698022, 0.3841712594799689, 0.6372058219328693, -0.6105750660518515, 1, 0
0.060216717, 0.023218464, 0.1059208, 0.07985639, 0.05861873, 0.03146457, -0.08593138, -0.115148306, 0.109865785, -0.085959576, -0.0070963698, -0.101867154, 0.02, -0.06731309, -0.12508562, -0.0459208, 0.13619097001773317, -0.19997072564817803, -0.40467055007614017, 1, 0
0.0655307, 0.028380629, 0.08399283, 0.07998263, 0.053304337, 0.026302073, -0.06400314, -0.1204624, 0.10470401, -0.06400816, -0.0070963698, -0.101867154, 0.02, -0.072627075, -0.13024779, -0.023992833, -0.026877815381659953, 0.22932275643793903, -0.016201397508469273, 0.8893757493654603, 0
0.07118442, 0.032702357, 0.07022822, 0.07999794, 0.047650367, 0.021980345, -0.050238278, -0.12611577, 0.100383416, -0.050239425, -0.0070963698, -0.101867154, 0.02, -0.07828079, -0.13456951, -0.01022822, -0.10423813466338161, -0.05017107472995569, -0.11831036130318391, 1, 0
0.07635764, 0.036301315, 0.061026413, 0.0799998, 0.0424771, 0.018381387, -0.041036423, -0.13128868, 0.09678508, -0.041037098, -0.0070963698, -0.101867154, 0.02, -0.08345401, -0.13816847, -0.0010264143, 0.27256626908832293, 0.019975639516552235, -0.20427155385262233, 0.9540187265810618, 0
0.08087971, 0.03929455, 0.054252446, 0.079999976, 0.037955023, 0.0153881535, -0.03426245, -0.13581069, 0.09379228, -0.034263052, -0.0070963698, -0.101867154, 0.02, -0.08797608, -0.14116171, 0.005747553, -0.0804038559804644, -0.23352283155151699, 0.09896949892741233, 0.32814440122135335, 0
0.08477194, 0.04177693, 0.048791334, 0.07999999, 0.034062795, 0.012905773, -0.028801335, -0.13970293, 0.09131035, -0.028801925, -0.0070963698, -0.101867154, 0.02, -0.09186831, -0.14364408, 0.011208665, -0.0694357913132326, -0.033542764260392946, -0.6644957243509994, 1, 0
0.088186525, 0.04384097, 0.044289276, 0.07999999, 0.03064821, 0.010841731, -0.024299277, -0.14311755, 0.089246735, -0.024299864, -0.0070963698, -0.101867154, 0.02, -0.0952829, -0.14570813, 0.015710723, 0.41303831925340606, 0.026076053196899394, 0.39360398340160335, 1, 0
0.0911949, 0.045559436, 0.04051308, 0.08, 0.027639836, 0.009123266, -0.020523079, -0.14612594, 0.08752872, -0.020523667, -0.0070963698, -0.101867154, 0.02, -0.09829127, -0.14742659, 0.019486919, 0.11152973678176989, 0.22552199317643384, -0.19456728469257065, 0.8771909972092461, 0
0.09386329, 0.046992313, 0.03734756, 0.07999998, 0.02497144, 0.0076903887, -0.017357558, -0.14879435, 0.08609627, -0.017358147, -0.0070963698, -0.101867154, 0.02, -0.100959666, -0.14885947, 0.02265244, 0.7864647545187416, -0.2896880293054149, 0.17007808404730868, 0.5786407298947842, 0
0.09623865, 0.048185784, 0.03468878, 0.07999999, 0.022596084, 0.0064969175, -0.014698777, -0.15116975, 0.08490324, -0.014699366, -0.0070963698, -0.101867154, 0.02, -0.10333502, -0.15005293, 0.02531122, -0.08162289775383338, -0.4020428430579931, 0.24595675320772703, 1, 0
0.09836239, 0.04918184, 0.032455627, 0.07999999, 0.02047234, 0.0055008605, -0.012465626, -0.15329352, 0.08390763, -0.012466215, -0.0070963698, -0.101867154, 0.02, -0.105458766, -0.15104899, 0.027544372, -0.18303179035697736, 0.2097549120406244, -0.689393429020561, 1, 0
0.10026733, 0.05001447, 0.030581143, 0.08, 0.018567406, 0.004668232, -0.010591142, -0.15519847, 0.083075434, -0.0105917305, -0.0070963698, -0.101867154, 0.02, -0.1073637, -0.15188162, 0.029418856, 0.18196172412443454, -0.010469122054379866, -0.07407738220068154, 1, 0
0.10197943, 0.05071161, 0.029005123, 0.080000006, 0.016855307, 0.0039710924, -0.009015122, -0.1569106, 0.08237874, -0.009015711, -0.0070963698, -0.101867154, 0.02, -0.1090758, -0.15257877, 0.030994875, 0.20905138752295008, -0.09139275017118276, 0.007918597904234145, 1, 0
0.10352118, 0.051296372, 0.027677828, 0.08, 0.015313551, 0.0033863299, -0.0076878276, -0.15845238, 0.08179441, -0.007688416, -0.0070963698, -0.101867154, 0.02, -0.110617556, -0.15316352, 0.03232217, 0.08866255356093317, 0.016569112965675117, -0.49387674727821745, 0.2860268497915305, 0
0.10491211, 0.051787693, 0.026558196, 0.07999999, 0.013922624, 0.0028950088, -0.0065681953, -0.15984333, 0.08130352, -0.006568784, -0.0070963698, -0.101867154, 0.02, -0.11200848, -0.15365484, 0.033441804, -0.23754722440353043, -0.1302280552373017, 0.2741932767283789, 0.7367762177383782, 0
0.10616951, 0.05220143, 0.025613602, 0.07999998, 0.012665227, 0.0024812706, -0.0056236014, -0.16110076, 0.08089022, -0.00562419, -0.0070963698, -0.101867154, 0.02, -0.11326588, -0.15406859, 0.034386396, 0.14141889425419088, -0.1667449326308755, -0.2218285928096336, 0.7070359218595045, 0
0.10730779, 0.05255045, 0.024816547, 0.07999998, 0.011526942, 0.0021322519, -0.0048265457, -0.16223907, 0.08054164, -0.0048271343, -0.0070963698, -0.101867154, 0.02, -0.114404164, -0.1544176, 0.035183452, 0.05601583505230936, 0.23422024787463075, 0.6409149521483536, 0.8755757122286298, 0
0.10833914, 0.05284544, 0.024142627, 0.079999976, 0.010495596, 0.001837261, -0.004152626, -0.16327044, 0.0802471, -0.0041532144, -0.0070963698, -0.101867154, 0.02, -0.11543551, -0.15471259, 0.035857372, 0.14550284444358008, 0.06892942757843418, 0.21754702078518517, 0.7910838023186892, 0
0.10927444, 0.053095292, 0.023571637, 0.079999976, 0.009560294, 0.0015874095, -0.0035816357, -0.16420577, 0.07999767, -0.0035822242, -0.0070963698, -0.101867154, 0.02, -0.11637081, -0.15496245, 0.036428362, -0.0938939370114405, -0.31889751467430866, -0.20609332949136447, 1, 0
0.11012331, 0.05330736, 0.023086824, 0.079999976, 0.008711427, 0.0013753437, -0.0030968226, -0.16505466, 0.07978605, -0.0030974112, -0.0070963698, -0.101867154, 0.02, -0.11721968, -0.15517451, 0.036913175, 0.11019584467607806, -0.101987535807349, 0.46293565281895716, 1, 0
0.11089428, 0.05348776, 0.022674266, 0.079999976, 0.007940456, 0.0011949427, -0.0026842654, -0.16582566, 0.079606086, -0.002684854, -0.0070963698, -0.101867154, 0.02, -0.11799065, -0.15535492, 0.037325732, -0.7609433545412014, 0.19144902493623878, -0.2558354102431042, 0.8713439446810546, 0
0.11159528, 0.053641777, 0.022322705, 0.079999976, 0.0072394535, 0.0010409243, -0.0023327041, -0.16652669, 0.0794525, -0.0023332927, -0.0070963698, -0.101867154, 0.02, -0.11869165, -0.15550894, 0.037677296, 0.026967702919871633, -0.25109415100989024, 0.17502026315884575, 1, 0
0.11223265, 0.05377345, 0.02202227, 0.079999976, 0.006602086, 0.00090925023, -0.0020322688, -0.16716409, 0.07932128, -0.0020328574, -0.0070963698, -0.101867154, 0.02, -0.11932902, -0.1556406, 0.03797773, -0.11575308076760835, -0.31027370444824937, -0.33153191650080066, 1, 0
0.112812445, 0.05388627, 0.021764845, 0.079999976, 0.0060222894, 0.00079643354, -0.0017748438, -0.1677439, 0.079208896, -0.0017754324, -0.0070963698, -0.101867154, 0.02, -0.11990882, -0.15575342, 0.038235154, -0.5369265302756562, -0.6464284435527935, -0.3550168895640089, -1, 1
0.10086054, 0.037230585, 0.02505415, 0.039865855, 0.013094805, 0.007289242, -0.0012147296, -0.15579203, 0.09586501, -0.005064737, -0.0070963698, -0.101867154, 0.02, -0.107956916, -0.13909774, 0.03494585, -1, -0.5261700489377384, 0.10368274542516626, -1, 1
0.09120961, 0.012470972, 0.031330965, 0.036673434, 0.013994612, 0.01004472, -0.0017339084, -0.14614113, 0.120625064, -0.011341553, -0.0070963698, -0.101867154, 0.02, -0.098305985, -0.11433813, 0.028669033, -0.5666219154844886, -0.19071503732419637, -0.6544815445833668, -1, 1
0.08089535, -0.0053815274, 0.03611652, 0.035696626, 0.014822349, 0.0046996623, -0.0023612417, -0.13582689, 0.138478, -0.01612711, -0.0070963698, -0.101867154, 0.02, -0.08799172, -0.09648563, 0.023883477, -0.43871937638440456, -0.4544278613613356, 0.26626917352863755, -0.9620619372957837, 1
0.0713085, -0.02147302, 0.04076874, 0.035552606, 0.014870666, -0.0023102798, -0.0024115555, -0.12624007, 0.15456994, -0.020779327, -0.0070963698, -0.101867154, 0.02, -0.07840487, -0.080394134, 0.01923126, -1, -0.37866512383636036, -0.2920089156409169, -0.8126857396796782, 1
0.06228236, -0.034825604, 0.04476393, 0.035747945, 0.014893562, -0.011443488, -0.002488315, -0.11721396, 0.16792296, -0.024774518, -0.0070963698, -0.101867154, 0.02, -0.06937873, -0.067041546, 0.0152360685, -0.924983077938323, -0.29641280160673106, 0.3210522567063543, -1, 1
0.054010272, -0.04611301, 0.04831352, 0.035975173, 0.014900081, -0.015147012, -0.0025871806, -0.1089419, 0.1792108, -0.028324109, -0.0070963698, -0.101867154, 0.02, -0.06110664, -0.055754144, 0.011686478, 0.07014640852252918, -0.3392543491531342, 0.0765533099765971, -1, 1
0.046515983, -0.055585437, 0.051406503, 0.03564241, 0.014914654, -0.0130088255, -0.0026086979, -0.10144763, 0.18868366, -0.03141709, -0.0070963698, -0.101867154, 0.02, -0.05361235, -0.046281718, 0.008593496, -0.12384967149102397, -0.1758593809703736, 0.03970733720847697, -0.4905271189288267, 1
0.039785437, -0.063521266, 0.05409351, 0.035529424, 0.01493888, -0.012395732, -0.0026343837, -0.094717115, 0.19661993, -0.034104098, -0.0070963698, -0.101867154, 0.02, -0.046881806, -0.03834589, 0.0059064887, -0.09008646776070388, 0.17452916975489763, 0.08496157505275373, -0.07296633349650761, 1
0.033792883, -0.07013135, 0.05641878, 0.035501275, 0.014943067, -0.01309336, -0.0026627183, -0.08872458, 0.20323046, -0.036429368, -0.0070963698, -0.101867154, 0.02, -0.040889252, -0.031735808, 0.0035812184, -0.04412216650020444, -0.14133499133635213, 0.22954534543966196, -0.6911558397181248, 1
0.028482907, -0.075598545, 0.058419634, 0.03560008, 0.014950857, -0.0145679265, -0.0027166605, -0.08341463, 0.2086981, -0.03843022, -0.0070963698, -0.101867154, 0.02, -0.035579275, -0.026268609, 0.001580365, 0.5904948870655263, -0.15790658822352246, 0.11966562079731816, -1, 1
0.023812238, -0.080138296, 0.060137752, 0.035567, 0.0149614625, -0.014701337, -0.0027296878, -0.078743994, 0.21323827, -0.04014834, -0.0070963698, -0.101867154, 0.02, -0.030908607, -0.021728858, -0.00013775378, -0.3004197179930681, -0.12062198321158779, -0.1799757348989556, -1, 1
0.01971633, -0.08390496, 0.061609432, 0.035533063, 0.014970936, -0.014670372, -0.0027370937, -0.07464811, 0.21700537, -0.04162002, -0.0070963698, -0.101867154, 0.02, -0.026812699, -0.017962195, -0.0016094334, -0.31220143693396185, 0.06549856183181679, -0.030981489684117187, -1, 1
0.016134242, -0.087009996, 0.06286484, 0.035527755, 0.014980795, -0.014814451, -0.0027549118, -0.071066044, 0.22011085, -0.042875428, -0.0070963698, -0.101867154, 0.02, -0.023230612, -0.014857158, -0.0028648414, -0.4429326790838276, 0.4158817043742925, 0.04874960817329339, -0.8441834013690479, 1
0.013009399, -0.0895705, 0.06393486, 0.035521302, 0.01498903, -0.014918588, -0.0027625933, -0.06794123, 0.2226718, -0.04394545, -0.0070963698, -0.101867154, 0.02, -0.020105768, -0.012296654, -0.003934864, -0.3931810733606727, 0.6334118654762254, -0.2862702333820913, -0.6647884083860905, 1
0.010286087, -0.09167777, 0.06484373, 0.035507105, 0.015003914, -0.014981769, -0.0027756914, -0.06521795, 0.2247795, -0.044854317, -0.0070963698, -0.101867154, 0.02, -0.017382458, -0.010189384, -0.0048437305, -0.1623465499901595, -0.2543459124407479, 0.3747398091640881, -1, 1
0.007919406, -0.09340634, 0.06561509, 0.03549844, 0.01501323, -0.015050709, -0.002792284, -0.062851295, 0.2265085, -0.045625675, -0.0070963698, -0.101867154, 0.02, -0.015015775, -0.008460812, -0.005615089, -0.3741987678119069, 0.22281888533728583, -0.07694363269190443, -1, 1
0.0058692684, -0.09482358, 0.06627002, 0.03549264, 0.015019835, -0.015112177, -0.0028066114, -0.060801182, 0.2279262, -0.04628061, -0.0070963698, -0.101867154, 0.02, -0.012965638, -0.0070435777, -0.006270025, 0.2830782386565631, 0.3400754684638218, -0.7602959463233866, -0.875062881759529, 1
0.004093353, -0.095984824, 0.06682444, 0.035485994, 0.015027713, -0.0151578635, -0.0028162524, -0.05902529, 0.22908786, -0.04683503, -0.0070963698, -0.101867154, 0.02, -0.011189723, -0.0058823302, -0.006824445, 0.36317535442895366, -0.08245067473057432, -0.17943631703291296, -1, 1
