time, x, v, LA, HA
0.000000, 0.000000, 0.000000, 1.367955, ACC
1.000000, 0.006840, 0.136796, 3.088727, ACC
2.000000, 0.035963, 0.445668, 5.535914, ACC
3.000000, 0.108209, 0.999260, 6.944228, ACC
4.000000, 0.242856, 1.693682, 6.956683, ACC
5.000000, 0.447008, 2.389351, 6.720550, ACC
6.000000, 0.719546, 3.061406, 6.890235, ACC
7.000000, 1.060138, 3.750429, 7.033723, ACC
8.000000, 1.470349, 4.453802, 6.972217, ACC
9.000000, 1.950590, 5.151023, 7.026057, ACC
10.000000, 2.500823, 5.853629, 6.972722, ACC
11.000000, 3.121050, 6.550901, 7.040017, ACC
12.000000, 3.811340, 7.254903, 7.000508, ACC
13.000000, 4.571833, 7.954954, 6.897908, ACC
14.000000, 5.401818, 8.644744, 7.022572, ACC
15.000000, 6.301405, 9.347002, 6.880134, ACC
16.000000, 7.270506, 10.035015, 6.994610, ACC
17.000000, 8.308980, 10.734476, 7.022653, ACC
18.000000, 9.417541, 11.436741, 7.012466, ACC
19.000000, 10.596278, 12.137988, 6.977302, ACC
20.000000, 11.844963, 12.835718, 6.995896, ACC
21.000000, 13.163514, 13.535308, 6.951717, ACC
22.000000, 14.551804, 14.230479, 7.103002, ACC
23.000000, 16.010366, 14.940780, 6.969135, ACC
24.000000, 17.539290, 15.637693, 6.967430, ACC
25.000000, 19.137897, 16.334436, 7.144133, ACC
26.000000, 20.807061, 17.048849, 6.965538, ACC
27.000000, 22.546773, 17.745403, 6.750791, ACC
28.000000, 24.355068, 18.420482, 6.890857, ACC
29.000000, 26.231570, 19.109568, 6.810903, ACC
30.000000, 28.176582, 19.790658, 6.958642, ACC
31.000000, 30.190441, 20.486523, 7.055366, ACC
32.000000, 32.274370, 21.192059, 7.036114, ACC
33.000000, 34.428756, 21.895671, 6.862753, ACC
34.000000, 36.652637, 22.581946, 7.050805, ACC
35.000000, 38.946086, 23.287026, 6.988473, ACC
36.000000, 41.309731, 23.985874, 7.153773, ACC
37.000000, 43.744087, 24.701251, 7.054287, ACC
38.000000, 46.249483, 25.406680, 7.072001, ACC
39.000000, 48.825511, 26.113880, 7.082804, ACC
40.000000, 51.472313, 26.822160, 7.059126, ACC
41.000000, 54.189825, 27.528073, 7.110574, ACC
42.000000, 56.978185, 28.239130, 6.921389, ACC
43.000000, 59.836705, 28.931269, 7.071681, ACC
44.000000, 62.765190, 29.638437, 6.915927, ACC
45.000000, 65.763614, 30.330030, 7.132704, ACC
46.000000, 68.832280, 31.043300, 7.140421, ACC
47.000000, 71.972313, 31.757343, 7.128108, ACC
48.000000, 75.183687, 32.470153, 7.046583, ACC
49.000000, 78.465936, 33.174812, 7.053909, ACC
50.000000, 81.818686, 33.880203, 7.113415, ACC
51.000000, 85.242274, 34.591544, 7.137631, ACC
52.000000, 88.737116, 35.305307, 7.051077, ACC
53.000000, 92.302902, 36.010415, 6.870927, ACC
54.000000, 95.938298, 36.697508, 7.020191, ACC
55.000000, 99.643150, 37.399527, 6.863222, ACC
56.000000, 103.417419, 38.085849, 6.956504, ACC
57.000000, 107.260786, 38.781499, 6.980222, ACC
58.000000, 111.173837, 39.479522, 7.010098, ACC
59.000000, 115.156840, 40.180531, 7.174621, ACC
60.000000, 119.210766, 40.897993, 6.918714, ACC
61.000000, 123.335159, 41.589865, 6.991657, ACC
62.000000, 127.529104, 42.289031, 6.923281, ACC
63.000000, 131.792623, 42.981359, 6.935082, ACC
64.000000, 136.125435, 43.674867, 7.288678, ACC
65.000000, 140.529365, 44.403735, 7.111382, ACC
66.000000, 145.005295, 45.114873, 7.075530, ACC
67.000000, 149.552160, 45.822426, 7.118616, ACC
68.000000, 154.169996, 46.534288, 4.810510, DEC
69.000000, 158.847477, 47.015339, 2.877367, DEC
70.000000, 163.563398, 47.303075, 1.343246, DEC
71.000000, 168.300421, 47.437400, -0.679272, DEC
72.000000, 173.040765, 47.369473, -2.858774, DEC
73.000000, 177.763419, 47.083595, -4.418925, DEC
74.000000, 182.449683, 46.641703, -6.980012, DEC
75.000000, 187.078954, 45.943702, -7.009234, DEC
76.000000, 191.638278, 45.242778, -7.060321, DEC
77.000000, 196.127254, 44.536746, -7.088976, DEC
78.000000, 200.545484, 43.827849, -7.168693, DEC
79.000000, 204.892425, 43.110979, -6.935743, DEC
80.000000, 209.168844, 42.417405, -6.858047, DEC
81.000000, 213.376294, 41.731600, -7.027222, DEC
82.000000, 217.514318, 41.028878, -6.959484, DEC
83.000000, 221.582409, 40.332930, -6.993346, DEC
84.000000, 225.580735, 39.633595, -6.977339, DEC
85.000000, 229.509208, 38.935861, -6.866212, DEC
86.000000, 233.368463, 38.249240, -6.956756, DEC
87.000000, 237.158603, 37.553564, -7.040875, DEC
88.000000, 240.878755, 36.849477, -7.062229, DEC
89.000000, 244.528392, 36.143254, -7.083905, DEC
90.000000, 248.107297, 35.434863, -6.910153, DEC
91.000000, 251.616233, 34.743848, -6.852920, DEC
92.000000, 255.056353, 34.058556, -7.205344, DEC
93.000000, 258.426182, 33.338022, -7.024445, DEC
94.000000, 261.724862, 32.635577, -6.983112, DEC
95.000000, 264.953504, 31.937266, -7.019010, DEC
96.000000, 268.112136, 31.235365, -7.224256, DEC
97.000000, 271.199551, 30.512939, -7.087722, DEC
98.000000, 274.215406, 29.804167, -6.845614, DEC
99.000000, 277.161595, 29.119606, -6.898991, DEC
100.000000, 280.039061, 28.429707, -6.956548, DEC
101.000000, 282.847249, 27.734052, -7.010884, DEC
102.000000, 285.585599, 27.032964, -6.962987, DEC
103.000000, 288.254081, 26.336665, -7.066303, DEC
104.000000, 290.852416, 25.630035, -6.990198, DEC
105.000000, 293.380468, 24.931015, -7.007363, DEC
106.000000, 295.838533, 24.230278, -7.030511, DEC
107.000000, 298.226408, 23.527227, -6.892840, DEC
108.000000, 300.544667, 22.837943, -6.845587, DEC
109.000000, 302.794233, 22.153385, -6.812034, DEC
110.000000, 304.975511, 21.472181, -7.036505, DEC
111.000000, 307.087547, 20.768531, -6.976844, DEC
112.000000, 309.129516, 20.070846, -7.014431, DEC
113.000000, 311.101528, 19.369403, -6.833387, DEC
114.000000, 313.004302, 18.686065, -6.839367, DEC
115.000000, 314.838711, 18.002128, -6.860944, DEC
116.000000, 316.604619, 17.316033, -6.961767, DEC
117.000000, 318.301414, 16.619857, -6.938525, DEC
118.000000, 319.928707, 15.926004, -7.275622, DEC
119.000000, 321.484929, 15.198442, -6.811478, DEC
120.000000, 322.970716, 14.517294, -7.157537, DEC
121.000000, 324.386658, 13.801541, -6.971522, DEC
122.000000, 325.731954, 13.104388, -7.211969, DEC
123.000000, 327.006333, 12.383191, -6.923613, DEC
124.000000, 328.210034, 11.690830, -7.014506, DEC
125.000000, 329.344045, 10.989380, -6.950173, DEC
126.000000, 330.408232, 10.294362, -6.880377, DEC
127.000000, 331.403266, 9.606324, -6.983866, DEC
128.000000, 332.328979, 8.907938, -7.012761, DEC
129.000000, 333.184709, 8.206662, -7.039691, DEC
130.000000, 333.970177, 7.502693, -7.095969, DEC
131.000000, 334.684967, 6.793096, -6.905238, DEC
132.000000, 335.329750, 6.102572, -7.072088, DEC
133.000000, 335.904647, 5.395363, -7.078358, DEC
134.000000, 336.408791, 4.687527, -6.949640, DEC
135.000000, 336.842796, 3.992563, -6.996007, DEC
136.000000, 337.207072, 3.292963, -7.081832, DEC
137.000000, 337.500959, 2.584780, -6.888561, DEC
138.000000, 337.724994, 1.895923, -6.872625, DEC
139.000000, 337.880224, 1.208661, -6.917388, DEC
140.000000, 337.966503, 0.516922, -6.877828, DEC
141.000000, 337.992349, 0.000000, -6.914592, DEC
142.000000, 337.992349, 0.000000, -7.323614, DEC
143.000000, 337.992349, 0.000000, -7.051692, DEC
144.000000, 337.992349, 0.000000, -6.946207, DEC
145.000000, 337.992349, 0.000000, -6.872380, DEC
146.000000, 337.992349, 0.000000, -7.068675, DEC
147.000000, 337.992349, 0.000000, -6.899916, DEC
148.000000, 337.992349, 0.000000, -6.972433, DEC
149.000000, 337.992349, 0.000000, -7.022067, DEC
150.000000, 337.992349, 0.000000, -7.101150, DEC
