time, x, v, LA, HA
0.000000, 0.000000, 0.000000, 1.337885, ACC
1.000000, 0.006689, 0.133788, 3.009961, ACC
2.000000, 0.035118, 0.434785, 5.107525, ACC
3.000000, 0.104134, 0.945537, 7.341590, ACC
4.000000, 0.235396, 1.679696, 9.534546, ACC
5.000000, 0.451038, 2.633151, 9.752471, ACC
6.000000, 0.763116, 3.608398, 10.021144, ACC
7.000000, 1.174061, 4.610512, 9.816055, ACC
8.000000, 1.684193, 5.592118, 9.928859, ACC
9.000000, 2.293049, 6.585004, 9.959659, ACC
10.000000, 3.001347, 7.580969, 10.000756, ACC
11.000000, 3.809448, 8.581045, 9.950397, ACC
12.000000, 4.717304, 9.576085, 10.012359, ACC
13.000000, 5.724975, 10.577321, 10.033820, ACC
14.000000, 6.832876, 11.580703, 10.044745, ACC
15.000000, 8.041170, 12.585177, 9.888263, ACC
16.000000, 9.349129, 13.574004, 9.945953, ACC
17.000000, 10.756259, 14.568599, 10.053621, ACC
18.000000, 12.263387, 15.573961, 9.923409, ACC
19.000000, 13.870400, 16.566302, 9.941260, ACC
20.000000, 15.576737, 17.560428, 9.846966, ACC
21.000000, 17.382014, 18.545124, 9.891882, ACC
22.000000, 19.285986, 19.534313, 9.969928, ACC
23.000000, 21.289267, 20.531305, 8.361786, CON
24.000000, 23.384207, 21.367484, 7.130416, CON
25.000000, 25.556607, 22.080526, 4.950436, CON
26.000000, 27.789412, 22.575569, 3.142076, CON
27.000000, 30.062679, 22.889777, 1.134249, CON
28.000000, 32.357328, 23.003202, 0.109408, CON
29.000000, 34.658195, 23.014142, 0.223250, CON
30.000000, 36.960726, 23.036467, 0.132285, CON
31.000000, 39.265034, 23.049696, -0.069633, CON
32.000000, 41.569655, 23.042733, -0.000724, CON
33.000000, 43.873925, 23.042660, -0.224111, CON
34.000000, 46.177070, 23.020249, 0.144724, CON
35.000000, 48.479819, 23.034722, 0.147868, CON
36.000000, 50.784030, 23.049508, 0.054851, CON
37.000000, 53.089255, 23.054993, -0.214243, CON
38.000000, 55.393684, 23.033569, -0.031161, CON
39.000000, 57.696885, 23.030453, 0.005608, CON
40.000000, 59.999958, 23.031014, 0.061368, CON
41.000000, 62.303366, 23.037151, -0.035864, CON
42.000000, 64.606902, 23.033564, 0.036977, CON
43.000000, 66.910443, 23.037262, -0.147248, CON
44.000000, 69.213433, 23.022537, 0.232368, CON
45.000000, 71.516849, 23.045774, -0.021252, CON
46.000000, 73.821320, 23.043649, 0.077807, CON
47.000000, 76.126074, 23.051429, -0.088954, CON
48.000000, 78.430772, 23.042534, 0.048130, CON
49.000000, 80.735266, 23.047347, 0.050892, CON
50.000000, 83.040255, 23.052436, 0.025305, CON
51.000000, 85.345625, 23.054967, -0.189140, CON
52.000000, 87.650176, 23.036053, 0.160417, CON
53.000000, 89.954584, 23.052094, -0.016174, CON
54.000000, 92.259712, 23.050477, -0.060141, CON
55.000000, 94.564459, 23.044463, -0.032075, CON
56.000000, 96.868745, 23.041255, -0.046497, CON
57.000000, 99.172638, 23.036606, -0.055107, CON
58.000000, 101.476023, 23.031095, -0.004430, CON
59.000000, 103.779110, 23.030652, -0.041484, CON
60.000000, 106.081968, 23.026503, 0.074503, CON
61.000000, 108.384991, 23.033954, -0.009224, CON
62.000000, 110.688340, 23.033031, 0.034456, CON
63.000000, 112.991816, 23.036477, 0.192506, CON
64.000000, 115.296426, 23.055728, 0.086216, CON
65.000000, 117.602430, 23.064349, 0.047604, CON
66.000000, 119.909103, 23.069110, 0.033164, CON
67.000000, 122.216179, 23.072426, -0.035540, CON
68.000000, 124.523244, 23.068872, -0.115221, CON
69.000000, 126.829555, 23.057350, 0.100086, CON
70.000000, 129.135791, 23.067358, 0.071691, CON
71.000000, 131.442885, 23.074528, -0.079795, CON
72.000000, 133.749939, 23.066548, 0.017597, CON
73.000000, 136.056682, 23.068308, 0.028091, CON
74.000000, 138.363653, 23.071117, 0.190926, CON
75.000000, 140.671719, 23.090209, -0.115242, CON
76.000000, 142.980164, 23.078685, -0.168987, CON
77.000000, 145.287188, 23.061787, 0.052209, CON
78.000000, 147.593627, 23.067007, 0.023310, CON
79.000000, 149.900445, 23.069338, -0.039912, CON
80.000000, 152.207179, 23.065347, 0.154012, CON
81.000000, 154.514484, 23.080748, 0.059290, CON
82.000000, 156.822855, 23.086677, -0.053872, CON
83.000000, 159.131253, 23.081290, -0.049587, CON
84.000000, 161.439134, 23.076331, -0.175032, CON
85.000000, 163.745892, 23.058828, 0.000737, CON
86.000000, 166.051779, 23.058902, -0.144837, CON
87.000000, 168.356945, 23.044418, -0.024088, CON
88.000000, 170.661266, 23.042009, -0.013897, CON
89.000000, 172.965398, 23.040620, 0.163852, CON
90.000000, 175.270279, 23.057005, 0.013661, CON
91.000000, 177.576048, 23.058371, -0.235543, CON
92.000000, 179.880707, 23.034817, -0.163467, CON
