x, y, z, bx, by, bz, tx, ty, tz, end_width, LA.vx, LA.vy, LA.vz, LA.end, HA
0.03843862, 0.00074164744, 0.19739963, -0.07291604, -0.082229204, 0.01998953, 0.05940206, -0.004411513, 0.19519289, 3.4391274e-08, -0.024020268866329575, -0.5832578547756614, -1, 0.848967022243797, 0
0.027453907, -0.015084554, 0.16626069, -0.072916165, -0.082228765, 0.019989435, 0.05940206, -0.004411513, 0.19519289, 0.0702734, -0.2965758939235429, 0.2043317212184108, -1, 0.30557401326871636, 0
0.0060206344, -0.029320758, 0.1186134, -0.07291621, -0.08222833, 0.019989418, 0.05940206, -0.004411513, 0.19519289, 0.07881705, -1, -0.42840168492119246, -0.27682585841314605, 0.7386240241813872, 0
-0.009447908, -0.04040209, 0.08586943, -0.07291593, -0.082227916, 0.01998957, 0.05940206, -0.004411513, 0.19519289, 0.07985591, -0.523157098894402, 0.3555205761336291, -0.285485759095368, 0.7793118002197328, 0
-0.021794153, -0.049230363, 0.06343165, -0.07291558, -0.08222791, 0.019989917, 0.05940206, -0.004411513, 0.19519289, 0.0799823, 0.2008202173537018, 0.0715116981568279, 0.026473163636586472, 0.7392170120438952, 0
-0.031529345, -0.056224976, 0.04817745, -0.07291551, -0.08222791, 0.019989984, 0.05940206, -0.004411513, 0.19519289, 0.07999772, 0.039164459512276095, 0.7681885677167976, -0.23857538401900302, 0.4476920676018384, 0
-0.039126556, -0.06178284, 0.03771185, -0.0729155, -0.08222791, 0.019989997, 0.05940206, -0.004411513, 0.19519289, 0.07999963, 0.06039179652459373, -0.34079628366810644, 0.10037638309127164, 0.14818444842980022, 0
-0.045400877, -0.06616765, 0.02975101, -0.072915494, -0.08222791, 0.019989999, 0.05940206, -0.004411513, 0.19519289, 0.07999989, 0.00348827245301489, 0.1582329635409527, 0.10409036716236139, 0.8356584376984244, 0
-0.0506113, -0.06961154, 0.02342559, -0.072915494, -0.0822279, 0.019989999, 0.05940206, -0.004411513, 0.19519289, 0.07999994, -0.23323467563971634, 0.30041230492720955, -0.29760606534653555, 0.7479903646979325, 0
-0.05487789, -0.07232276, 0.018421562, -0.072915494, -0.0822279, 0.019989999, 0.05940206, -0.004411513, 0.19519289, 0.07999996, 0.23333505341734534, -0.4818076438266008, 0.0750889847526846, 0.3465784344871713, 1
-0.05834859, -0.07445271, 0.014472402, -0.072915494, -0.0822279, 0.01999, 0.05940206, -0.004411513, 0.19519289, 0.07999997, -0.22394640091625642, 0.5803998277686665, 0.1829823863224165, 0.17674452374886668, 1
-0.061167147, -0.076126255, 0.011356441, -0.072915494, -0.0822279, 0.01999, 0.05940206, -0.004411513, 0.19519289, 0.079999976, 0.31557006926456704, 0.4588795380407176, 0.5738682129780561, 0.34237074414640467, 1
-0.06344871, -0.07744277, 0.008905633, -0.072915494, -0.0822279, 0.01999, 0.05940206, -0.004411513, 0.19519289, 0.06243149, -0.12409941155662359, -0.04323231068223295, 0.03374778560978246, -0.20623827696712688, 1
-0.06527921, -0.078535534, 0.006989345, -0.07591832, -0.07369147, 0.020200668, 0.05940206, -0.004411513, 0.19519289, 0.03527679, 0.6899376047669663, 0.5032359023576489, 1, -0.22466745969917096, 1
